,Site Name,Article Name,Article Date,Total Article Comments,Article URL,Username,Comments,Responding to,Upvotes,Downvotes
1048,Breitbart News Network,"National Poll: Elizabeth Warren Tops Democratic Field, Biden Drops Hardest",['2019/11/14'],186 comments,https://www.breitbart.com/politics/2019/11/14/elizabeth-warren-takes-the-lead-in-national-poll-pete-buttigieg-on-the-rise/,✦ Björn Free ✦,Elizabeth Warren is the DNC's answer to James Carville with hair.,,15,?
1049,The Gateway Pundit,LIMBAUGH ON IMPEACHMENT: 'We’re Watching A Political Campaign Disguised…,['2019/11'],113 comments,https://www.thegatewaypundit.com/2019/11/limbaugh-on-impeachment-were-watching-a-political-campaign-disguised-as-a-hearing/,✦ Björn Free ✦,Nailed It!,sky blue pearl,12,?
1050,Breitbart News Network,Northwestern U. Journalism Dean: Student Newspaper Editors Were ‘Bullie…,['2019/11/14'],63 comments,https://www.breitbart.com/tech/2019/11/14/northwestern-u-journalism-dean-student-newspaper-editors-were-bullied-into-apology/,✦ Björn Free ✦,Jeff Sessions is a TOAD.......how ever that comment plays out - in which ever venue..Deal with it.,,9,1
1051,Breitbart News Network,Kellyanne Conway Confronts Wolf Blitzer for Saying There Are ‘Issues’ with Her Ma…,['2019/11/14'],47 comments,https://www.breitbart.com/clips/2019/11/14/kellyanne-conway-confronts-wolf-blitzer-for-saying-there-are-issues-with-her-marriage-what-did-you-just-say/,✦ Björn Free ✦,Kelly rang his bell. You go gurl.,,31,?
1052,Breitbart News Network,Classmates Join Together to Support ‘Super Nicholas’ Waiting for Kidney,['2019/11/12'],25 comments,https://www.breitbart.com/politics/2019/11/12/classmates-join-together-support-super-nicholas-waiting-kidney/,✦ Björn Free ✦,""".....It's the children."" - A Dialectical tactic..There are literally thousands in America awaiting a much needed organ transplant to extend their life..Not all of whom are darling and innocent poster children.. Do we deny the less adorable their chance at life?",catmom,9,?
1053,Breitbart News Network,Coulter: How to Get into Harvard Without Good S.A.T. Scores!,['2019/11/13'],384 comments,https://www.breitbart.com/education/2019/11/13/coulter-how-to-get-into-harvard-without-good-s-a-t-scores/,✦ Björn Free ✦,Should Read:How an Old Never-Trumper Bottle Blond with Hair Extensions........Perpetually Keeps Herself in the Spotlight to sell Books!,,13,6
1054,Breitbart News Network,Jordan: Impeachment Hearing ‘a Good Day’ for Trump,['2019/11/13'],34 comments,https://www.breitbart.com/clips/2019/11/13/jordan-impeachment-hearing-a-good-day-for-trump/,✦ Björn Free ✦,Jim Jordan is a Patriot!,,28,?
1055,Breitbart News Network,Adam Schiff Closes Impeachment Hearing Denying Knowledge of ‘Whistleblower’: I…,['2019/11/13'],2306 comments,https://www.breitbart.com/politics/2019/11/13/adam-schiff-closes-impeachment-hearing-denying-knowledge-of-whistleblower-it-is-false/,✦ Björn Free ✦,~ IF IT LOOKS LIKE SCHIFF........IT SMELLS LIKE SCHIFF........IT IS SCHIFF!,,203,?
1056,Breitbart News Network,Jim Jordan: Pray Chains Easier to Understand than Impeachment Hearsay,['2019/11/13'],279 comments,https://www.breitbart.com/politics/2019/11/13/jim-jordan-pray-chains-easier-to-understand-than-impeachment-hearsay/,✦ Björn Free ✦,PROVERBS 26:27,,19,?
1057,Breitbart News Network,Rand Paul: ‘Eric Ciaramella Needs to Be Pulled In for Testimony’,['2019/11/13'],421 comments,https://www.breitbart.com/politics/2019/11/13/rand-paul-eric-ciaramella-needs-to-be-pulled-in-for-testimony/,✦ Björn Free ✦,"""WHO was the THIRD person with which you SPOKE........and HOW MANY COCKTAILS had you HAD????",,11,?
1058,Breitbart News Network,Classmates Join Together to Support ‘Super Nicholas’ Waiting for Kidney,['2019/11/12'],25 comments,https://www.breitbart.com/politics/2019/11/12/classmates-join-together-support-super-nicholas-waiting-kidney/,✦ Björn Free ✦,You make me weep.May God light your path.Thank you.,FNU LNU,9,?
1059,Breitbart News Network,Classmates Join Together to Support ‘Super Nicholas’ Waiting for Kidney,['2019/11/12'],25 comments,https://www.breitbart.com/politics/2019/11/12/classmates-join-together-support-super-nicholas-waiting-kidney/,✦ Björn Free ✦,"You, and your moral relativism, along with your Obama-Kevorkian  world view make my point, FM.",FM,11,1
1060,Breitbart News Network,Classmates Join Together to Support ‘Super Nicholas’ Waiting for Kidney,['2019/11/12'],25 comments,https://www.breitbart.com/politics/2019/11/12/classmates-join-together-support-super-nicholas-waiting-kidney/,✦ Björn Free ✦,Didn't read the heart-felt article.Many persons are waiting for a kidney transplant. Including my beloved sister......my sister is in her 60's.My sister is arguably  not as 'cute' as Nicholas..I HATE it when Breitbart reverts to Leftist reporting tactic.damn.,,14,6
1061,Breitbart News Network,Federal Regulators Begin Probe into Google’s Collection of Detailed Medical R…,['2019/11/13'],9 comments,https://www.breitbart.com/tech/2019/11/13/federal-regulators-begin-probe-into-googles-collection-of-detailed-medical-records/,✦ Björn Free ✦,......as well they should!.GOOGLE is diabolical.,,10,?
1062,Breitbart News Network,Solicitor General Tells SCOTUS: Federal Law Does Not Allow DACA Work Permits,['2019/11/13'],330 comments,https://www.breitbart.com/politics/2019/11/13/solicitor-general-tells-scotus-federal-law-does-not-allow-daca-work-permits/,✦ Björn Free ✦,DACA is CACA!,,28,?
1063,Breitbart News Network,FNC’s Napolitano Dismisses GOP Defense of Trump — ‘It’s Clearly Impeachable’,['2019/11/12'],2715 comments,https://www.breitbart.com/clips/2019/11/12/fncs-napolitano-dismisses-gop-defense-of-trump-its-clearly-impeachable/,✦ Björn Free ✦,NAPOLITANO......whatta a TOAD.,,21,?
1064,Breitbart News Network,Adam Schiff: Trump’s Potentially Impeachable Offenses Include Bribery,['2019/11/12'],1429 comments,https://www.breitbart.com/clips/2019/11/12/adam-schiff-trumps-potentially-impeachable-offenses-include-bribery/,✦ Björn Free ✦,President Trump 'bribed' nobody.......the Treasure of President Trump's Sierra Madre......~President Donald J. Trump.......don't need your Deep State Stinkn' Badges!,,13,?
1065,Breitbart News Network,Adam Schiff: Trump’s Potentially Impeachable Offenses Include Bribery,['2019/11/12'],1429 comments,https://www.breitbart.com/clips/2019/11/12/adam-schiff-trumps-potentially-impeachable-offenses-include-bribery/,✦ Björn Free ✦,WHO DID PRESIDENT TRUMP BRIBE?,,207,2
1066,Breitbart News Network,Fitton: White House Visitor Logs Detail Meetings of the CIA’s Eric Ciaramella,['2019/11/12'],386 comments,https://www.breitbart.com/politics/2019/11/12/fitton-white-house-visitor-logs-detail-meetings-of-the-cias-eric-ciaramella/,✦ Björn Free ✦,Keep Looking UP!....I believe in the Rapture. (tongue in cheek & literal) ....my patriot.,Wesley Alexander,29,?
1067,Breitbart News Network,Fitton: White House Visitor Logs Detail Meetings of the CIA’s Eric Ciaramella,['2019/11/12'],386 comments,https://www.breitbart.com/politics/2019/11/12/fitton-white-house-visitor-logs-detail-meetings-of-the-cias-eric-ciaramella/,✦ Björn Free ✦,CLEANING the SWAMP ONE GERM at a TIME.,,112,?
1068,Breitbart News Network,"Massive Shake-Up in Iowa as Buttigieg Takes Lead from Warren and Biden, Poll…",['2019/11/12'],667 comments,https://www.breitbart.com/politics/2019/11/12/massive-shake-up-in-iowa-as-buttigieg-takes-lead-from-warren-and-biden-poll-shows/,✦ Björn Free ✦,"""MASSIVE SHAKE-UP?"".FOFLOL!",,15,1
1069,Breitbart News Network,Adam Schiff Threatens Lawmakers with Ethics Violations If They Mention Whistle…,['2019/11/12'],1663 comments,https://www.breitbart.com/politics/2019/11/12/adam-schiff-threatens-lawmakers-with-ethics-violations-if-they-mention-whistleblower/,✦ Björn Free ✦,Adam Sch!st would not know 'ethic' if it bit him in the Anthony Weiner!,,244,?
1070,Breitbart News Network,‘Impeachment Inquiry’ Witness: Trump Lectured Previous Ukraine President Ab…,['2019/11/11'],5182 comments,https://www.breitbart.com/politics/2019/11/11/impeachment-inquiry-witness-trump-lectured-previous-ukraine-president-about-corruption-too/,✦ Björn Free ✦,The Democrats know NOTHING!~ Sargent Schultz,Guest,13,?
1071,Breitbart News Network,‘Impeachment Inquiry’ Witness: Trump Lectured Previous Ukraine President Ab…,['2019/11/11'],5182 comments,https://www.breitbart.com/politics/2019/11/11/impeachment-inquiry-witness-trump-lectured-previous-ukraine-president-about-corruption-too/,✦ Björn Free ✦,Russian DossierRussia Collusion.Bret Kavanaugh.Re-Deux.,,23,?
1072,Breitbart News Network,Donald Trump Teases Transcript Release of First Conversation with Ukraine Preside…,['2019/11/11'],2519 comments,https://www.breitbart.com/politics/2019/11/11/donald-trump-teases-transcript-release-of-first-conversation-with-ukraine-president-volodymyr-zelensky/,✦ Björn Free ✦,The voters cheer....HIT 'EM AGAIN!HIT 'EM AGAIN!....Harder.  Harder!,,10,?
1073,Breitbart News Network,Group Asks for Bi-Partisan Effort to Stem 21 Suicides a Day of American Veterans,['2019/11/11'],411 comments,https://www.breitbart.com/politics/2019/11/11/group-asks-for-bi-partisan-effort-to-stem-21-suicides-a-day-of-american-veterans/,✦ Björn Free ✦,The LEFT allows rampant Chicago/Baltimore crime...........while ignoring Veteran need..DISGUSTING!,,16,1
1074,Breitbart News Network,Tulsi Gabbard’s Legal Team Seeks Retraction of Hillary Clinton’s ‘Defamato…,['2019/11/11'],294 comments,https://www.breitbart.com/2020-election/2019/11/11/tulsi-gabbards-legal-team-seeks-retraction-of-hillary-clintons-defamatory-comments/,✦ Björn Free ✦,"Put on your big gurl pants, Tulsi. You have tossed your hat into the major league..Quit whining & Grow a pair.",,17,2
1075,Breitbart News Network,Tulsi Gabbard’s Legal Team Seeks Retraction of Hillary Clinton’s ‘Defamato…,['2019/11/11'],294 comments,https://www.breitbart.com/2020-election/2019/11/11/tulsi-gabbards-legal-team-seeks-retraction-of-hillary-clintons-defamatory-comments/,✦ Björn Free ✦,.....bring in your cat.,,10,?
1076,Breitbart News Network,Dershowitz Likens Dem Impeachment Obsession to Stalin’s KGB — ‘Show Me th…,['2019/11/10'],769 comments,https://www.breitbart.com/clips/2019/11/10/dershowitz-likens-dem-impeachment-obsession-to-stalins-kgb-show-me-the-man-and-ill-find-you-the-crime/,✦ Björn Free ✦,It is MORE like the East German Staasi.,,16,?
1077,Breitbart News Network,"Nikki Haley: Kelly, Tillerson Tried to Run the Country Behind Trump’s Back",['2019/11/10'],1498 comments,https://www.breitbart.com/national-security/2019/11/10/nikki-haley-kelly-tillerson-tried-to-run-the-country-behind-trumps-back/,✦ Björn Free ✦,TWO CREEPY RATZ!Good riddance.,,20,?
1078,Breitbart News Network,Rep. Chip Roy: Designate Certain Mexican Cartels as Foreign Terrorist Organizations,['2019/11/10'],240 comments,https://www.breitbart.com/border/2019/11/10/rep-chip-roy-designate-certain-mexican-cartels-as-foreign-terrorist-organizations/,✦ Björn Free ✦,THEY ARE ALL TERRORISTS!Build the damn WALL!,,26,?
1079,Breitbart News Network,David Harris Jr.: The Black Community Can Help Secure President Trump’s Reelection,['2019/11/09'],766 comments,https://www.breitbart.com/tech/2019/11/09/david-harris-jr-the-black-community-can-help-secure-president-trumps-reelection/,✦ Björn Free ✦,OFF the PLANTATION......SLAVES no MORE under President TRUMP!,Varel,22,?
1080,Breitbart News Network,Pompeo Unveils Reagan Statue at Old Berlin Wall: ‘Monumental Moment’,['2019/11/09'],367 comments,https://www.breitbart.com/europe/2019/11/09/pompeo-unveils-reagan-statue-old-berlin-wall-monumental-moment/,✦ Björn Free ✦,WHAT took SO long?.President Trump is making AMERICA GREAT again!,,16,?
1081,Breitbart News Network,Michael Bloomberg’s Top 10 Gun Controls,['2019/11/09'],1056 comments,https://www.breitbart.com/politics/2019/11/09/michael-bloomberg-gun-control/,✦ Björn Free ✦,"""I'M NOT as DUMB as he LOOKS.""~ Laurel & Hardy",,14,?
1082,Breitbart News Network,Nikki Haley on Trump-Ukraine Dealings: ‘Nothing Impeachable There’,['2019/11/08'],986 comments,https://www.breitbart.com/politics/2019/11/08/nikki-haley-on-trump-ukraine-dealings-nothing-impeachable-there/,✦ Björn Free ✦,President Trump.......don't turn your back on that woman.,,30,1
1083,Breitbart News Network,"Maxine Waters Praises Schiff, Rants: Trump ‘Pack Up Tanning Bed and Leave’",['2019/11/08'],1265 comments,https://www.breitbart.com/politics/2019/11/08/maxine-waters-praises-schiff-rants-trump-pack-up-tanning-bed-and-leave/,✦ Björn Free ✦,LOOK who has an obsession with COLOR!,,18,?
1084,Breitbart News Network,Nadler: ‘Possibility’ Senate Will Vote to Remove Trump from Office,['2019/11/07'],2068 comments,https://www.breitbart.com/clips/2019/11/07/nadler-possibility-senate-will-vote-to-remove-trump-from-office/,✦ Björn Free ✦,~There's a Possibility that  HAIL will FREEZE OVER BEFORE ...........The DEEP STATE is held accountable UNDER AMERICA's EQUAL JUSTICE LAW!,,17,1
1085,Breitbart News Network,Vox Shock: Donald Trump Rejects State Department Advice on Migration,['2019/11/07'],1104 comments,https://www.breitbart.com/politics/2019/11/07/vox-shock-donald-trump-rejects-state-department-advice-on-migration/,✦ Björn Free ✦,BUILD a WALL AROUND the STATE DEPARTMENT!,,19,?
1086,Breitbart News Network,"Tim Kaine on 2016: ‘We Still Won the Popular Vote’ Despite FBI, Russia",['2019/11/07'],856 comments,https://www.breitbart.com/clips/2019/11/07/tim-kaine-on-2016-we-still-won-the-popular-vote-despite-fbi-russia/,✦ Björn Free ✦,.......no cigar!,,11,?
1087,Breitbart News Network,Dem Rep. Heck: ‘More Evidence’ that Trump Shook down Ukraine Than That S…,['2019/11/06'],49 comments,https://www.breitbart.com/clips/2019/11/06/dem-rep-heck-more-evidence-that-trump-shook-down-ukraine-than-that-sun-will-rise-in-the-east/,✦ Björn Free ✦,A LIE is not a LIE if it advances your cause.~Karl Marx.,,15,2
1088,Breitbart News Network,NC State Teaching Assistant Compares Conservatism to ‘White Supremacy’,['2019/11/06'],83 comments,https://www.breitbart.com/tech/2019/11/06/nc-state-teaching-assistant-compares-conservatism-to-white-supremacy/,✦ Björn Free ✦,Karl Marx & Alynsky ......REPEAT the LIE!,,15,?
1089,Breitbart News Network,Democrats Complete Historic Sweep into Majority in Both Chambers of Virginia Le…,['2019/11/05'],3266 comments,https://www.breitbart.com/politics/2019/11/05/democrats-complete-historic-sweep-into-majority-in-both-chambers-of-virginia-legislature/,✦ Björn Free ✦,The RATZ have invaded society......by HOOK or CROOK!,,16,1
1090,Breitbart News Network,KY Secretary of State Grimes: We Have Called the KY Gov. Race for Beshear,['2019/11/05'],79 comments,https://www.breitbart.com/clips/2019/11/05/ky-secretary-of-state-grimes-we-have-called-the-ky-gov-race-for-beshear/,✦ Björn Free ✦,......voter fraud?,,13,?
1091,Breitbart News Network,"Lonergan: Illegal Alien Learns Detention Is Not a Luxury Hotel, Files Lawsuit",['2019/11/05'],19 comments,https://www.breitbart.com/politics/2019/11/05/lonergan-illegal-alien-learns-detention-is-not-a-luxury-hotel-files-lawsuit/,✦ Björn Free ✦,Citizens of The World..........STAY in your Whirled!,,12,?
1092,Breitbart News Network,Romney: Whistleblowers ‘Should Be Allowed to Remain Confidential’,['2019/11/05'],1632 comments,https://www.breitbart.com/clips/2019/11/05/romney-whistleblowers-should-be-allowed-to-remain-confidential/,✦ Björn Free ✦,ROMNEY: ~ The LITERAL DEVIL's ADVOCATE!,,19,?
1093,Breitbart News Network,Joe Biden Demands Senate Vote on Democrat Gun Control,['2019/11/05'],457 comments,https://www.breitbart.com/politics/2019/11/05/joe-biden-demands-senate-vote-on-democrat-gun-control/,✦ Björn Free ✦,.....his sniff is in the hair.,,20,?
1094,Breitbart News Network,Rob Smith: Is There A Place For Gays in the Republican Party?,['2019/11/05'],1793 comments,https://www.breitbart.com/politics/2019/11/05/rob-smith-is-there-a-place-for-gays-in-the-republican-party/,✦ Björn Free ✦,OH STOP THAT K R A P!The GOP are not Identity-Political!.disgusting.,,51,7
1095,Breitbart News Network,Trump Admin Warns Against Wall Restrictions in Funding Bill,['2019/11/05'],83 comments,https://www.breitbart.com/politics/2019/11/05/trump-admin-warns-against-wall-restrictions-in-funding-bill/,✦ Björn Free ✦,~ Government is the ENEMA of the voters!,,20,?
1096,Breitbart News Network,Decoupling: China-U.S. Trade Declines by $67 Billion,['2019/11/05'],31 comments,https://www.breitbart.com/asia/2019/11/05/decoupling-china-u-s-trade-declines-by-67-billion/,✦ Björn Free ✦,~CHINA is the world's Enemy!,,16,?
1097,Breitbart News Network,Desperate Kamala Harris Posts 6-Minute Video Baking Cookies,['2019/11/05'],31 comments,https://www.breitbart.com/politics/2019/11/05/desperate-kamala-harris-posts-6-minute-video-baking-cookies/,✦ Björn Free ✦,"....or, two knees down.....",Wayne The Seine,13,?
1098,Breitbart News Network,Desperate Kamala Harris Posts 6-Minute Video Baking Cookies,['2019/11/05'],31 comments,https://www.breitbart.com/politics/2019/11/05/desperate-kamala-harris-posts-6-minute-video-baking-cookies/,✦ Björn Free ✦,Warren Drinks Beer.Harris Bakes Cookies.,,13,?
1099,Breitbart News Network,Desperate Kamala Harris Posts 6-Minute Video Baking Cookies,['2019/11/05'],31 comments,https://www.breitbart.com/politics/2019/11/05/desperate-kamala-harris-posts-6-minute-video-baking-cookies/,✦ Björn Free ✦,"The 1992 comment by Hillary Clinton:HILLARY:  ""I suppose I could have stayed home, baked cookies & had teas.""",,16,?
1100,Breitbart News Network,Transcripts: Ex-Pompeo Adviser Rejects Adam Schiff’s Effort to Mischaracterize H…,['2019/11/05'],273 comments,https://www.breitbart.com/politics/2019/11/05/transcripts-ex-pompeo-adviser-rejects-adam-schiffs-effort-to-mischaracterize-his-testimony/,✦ Björn Free ✦,OOOPS!GTH!,,14,?
1101,Breitbart News Network,Raskin: Impeachment Transcripts Will Be Released ‘On a Daily Basis over the Comi…,['2019/11/04'],259 comments,https://www.breitbart.com/clips/2019/11/04/raskin-impeachment-transcripts-will-be-released-on-a-daily-basis-over-the-coming-week/,✦ Björn Free ✦,~DRIP. DRIP. DRIP.......the LEFT are diabolical gutter-vipers & LIARS.,,18,?
1102,Breitbart News Network,Poll: Majority of Americans Think Hunter Biden Showed ‘Bad Judgement’ with Ov…,['2019/11/04'],358 comments,https://www.breitbart.com/2020-election/2019/11/04/poll-majority-of-americans-think-hunter-biden-showed-bad-judgement-with-overseas-work/,✦ Björn Free ✦,"""Bad Judgment""  is a farcical term!",,15,?
1103,Breitbart News Network,Poll: 59% Say Trump’s Interactions with Ukraine Neither Illegal Nor Wrong,['2019/11/04'],1441 comments,https://www.breitbart.com/politics/2019/11/04/poll-59-say-trumps-interactions-with-ukraine-neither-illegal-nor-wrong/,✦ Björn Free ✦,Back in the day there was journalism instead of commissioned 'polls'.Today's reporters are a bunch of Poll-Dancers!,,21,?
1104,Breitbart News Network,Trump Administration Proposes Rule to Protect Faith-Based Adoption Agencies,['2019/11/04'],88 comments,https://www.breitbart.com/politics/2019/11/04/trump-administration-proposes-rule-to-protect-faith-based-adoption-agencies/,✦ Björn Free ✦,The evil Left forces America to legislate/legalize common sense and decency.,,15,?
1105,Breitbart News Network,Senate Passes Joni Ernst Proposals to Rein in Wasteful Federal Spending,['2019/11/03'],285 comments,https://www.breitbart.com/politics/2019/11/03/senate-passes-joni-ernst-proposals-rein-wasteful-federal-spending/,✦ Björn Free ✦,~Joni Ernst is an fan-tabulous RINO fraud...... SHE IS EXPERIENCING HER ELECTION CYCLE..Yah. I can say that. 'I am female. Hear me roar' ...........against GOP frauds.,,13,1
1106,Breitbart News Network,Donald Trump Taunts CNN for Refusing to Reveal Identity of the ‘Whistleblower’,['2019/11/03'],3116 comments,https://www.breitbart.com/politics/2019/11/03/donald-trump-taunts-cnn-refusing-reveal-identity-whistleblower/,✦ Björn Free ✦,Kamala Harris gives new meaning to the expression......whistle-blower!......ALL ESTABLISHMENT ARE WHISTLE-BLOWERS.,,35,1
1107,Breitbart News Network,Anti-Trump Groups Raise Enough Funds to Bring,['2019/11/03'],1702 comments,https://www.breitbart.com/2020-election/2019/11/03/anti-trump-groups-raise-enough-funds-bring-baby-trump-balloon-kentucky-rally/,✦ Björn Free ✦,YOU'RE ALL HOT-AIR LOSERS!,,14,?
1108,Breitbart News Network,"Transgender Clinics Prescribe ‘Testosterone like Candy,’ Says Gay Author",['2019/11/02'],595 comments,https://www.breitbart.com/politics/2019/11/02/transgender-clinics-prescribe-testosterone-like-candy-says-gay-author/,✦ Björn Free ✦,The GOP & their Flaccid Leadership Need Some TESTOSTERONE!,,27,1
1109,Breitbart News Network,Ocasio-Cortez: Trump Tried to ‘Extort a Foreign Government for Personal Gain’,['2019/11/02'],1249 comments,https://www.breitbart.com/politics/2019/11/02/ocasio-cortez-trump-tried-extort-foreign-government-personal-gain/,✦ Björn Free ✦,~GO! Stick your NONSENSE in your Ditty-Bag!,,13,?
1110,Breitbart News Network,Pete Buttigieg: ‘We Will Not Recognize’ America if Donald Trump Is Re-Elected in…,['2019/11/01'],3388 comments,https://www.breitbart.com/politics/2019/11/01/pete-buttigieg-we-will-not-recognize-america-if-donald-trump-is-re-elected-in-2020/,✦ Björn Free ✦,America has not recognized America.........since Barack HUSSEIN Obama Fundamentally Changed Her!,,36,1
1111,Breitbart News Network,Donald Trump: ‘Very Slow’ Joe Biden a ‘Delusional Democrat Fantasy’,['2019/11/01'],251 comments,https://www.breitbart.com/politics/2019/11/01/president-donald-trump-ridiculed-former-vice-president-joe-biden-again-on-friday-noting-that-the-2020-presidential-candidate-was-a-fantasy-for-democrats/,✦ Björn Free ✦,TRUMP makes me crack up!.....I have had to put my car in park while backing outta my garage..........so I did not crash my car due to uproariously laughing!,,66,?
1112,Breitbart News Network,Donald Trump Mocks Beto O’Rourke for Quitting 2020 Campaign: ‘That Poor Bast…,['2019/11/01'],348 comments,https://www.breitbart.com/politics/2019/11/01/donald-trump-mocks-beto-orourke-for-quitting-2020-campaign-that-poor-bastard/,✦ Björn Free ✦,FOFLMBO.TRUMP brightens my dia..Best President ever!,,36,?
1113,Breitbart News Network,"Gov. Cuomo: ‘We Didn’t Have’ Hurricanes, Superstorms, Tornadoes Before Climate…",['2019/11/01'],3071 comments,https://www.breitbart.com/clips/2019/11/01/gov-cuomo-we-didnt-have-hurricanes-superstorms-tornadoes-before-climate-change/,✦ Björn Free ✦,HOW DUMB CAN ONE BECOME?......look no further than the Governor of New York!,,690,?
1114,Breitbart News Network,Iowa Senate Democrat Candidate: Joni Ernst ‘Is a Socialist’,['2019/11/01'],8 comments,https://www.breitbart.com/politics/2019/11/01/iowa-senate-democrat-candidate-joni-ernst-socialist/,✦ Björn Free ✦,.....Joni Ernst is a fraud.She like John Wayne Cornyn talk the talk every 6-years..THEN defy their constituents for 6-years.POX on RINOS!,,15,?
1115,Breitbart News Network,University of Washington Revokes Club Status from College Republicans,['2019/11/01'],33 comments,https://www.breitbart.com/tech/2019/11/01/university-of-washington-revokes-club-status-from-college-republicans/,✦ Björn Free ✦,Pierre Delecto CHEERS!,,15,1
1116,Breitbart News Network,Pacific Lutheran Prof. Troy Storfjell,['2019/11/01'],247 comments,https://www.breitbart.com/tech/2019/11/01/pacific-lutheran-prof-troy-storfjell-i-have-no-problem-with-antifa-violence/,✦ Björn Free ✦,"This man is a Worldly, secular, non-Biblical pastor.",,17,?
1117,Breitbart News Network,"Watch: Jane Fonda Arrested Again, with Rosanna Arquette at Climate Change Pro…",['2019/11/01'],238 comments,https://www.breitbart.com/entertainment/2019/11/01/watch-jane-fonda-arrested-again-with-rosanna-arquette-at-climate-change-protest/,✦ Björn Free ✦,The only difference between Hanoi Jane and a sack of K R A P...........is the sack!,,56,?
1118,Breitbart News Network,7-Year-Old Trick-or-Treater in Critical Condition After Chicago Shooting,['2019/10/31'],304 comments,https://www.breitbart.com/crime/2019/10/31/trickortreater-critical-condition-chicago-shooting/,✦ Björn Free ✦,THAT is X-actly why the Chicago Obama's ....choose to live in nice WHITE communities.,,92,?
1119,Breitbart News Network,Former CIA Acting Director on Impeachment Inquiry: ‘Thank God for th…,['2019/10/31'],5634 comments,https://www.breitbart.com/politics/2019/10/31/former-cia-acting-director-on-impeachment-inquiry-thank-god-for-the-deep-state/,✦ Björn Free ✦,A DEEP-STATE PHART'S COUP!damn.,,14,?
1120,Breitbart News Network,Pennsylvania Poll: ‘Scranton Joe’ Biden Expands Lead Over Democrat Rivals,['2019/10/31'],108 comments,https://www.breitbart.com/2020-election/2019/10/31/pennsylvania-poll-scranton-joe-biden-expands-lead-over-democrat-rivals/,✦ Björn Free ✦,"........let's STAND UP for JOE!.Oh! Sorry 'bout that, Joe......",,14,?
1121,Breitbart News Network,The Midnight Ride of Katie Hill’s Career: #MeThree Democrat’s Final Act to Vote f…,['2019/10/31'],630 comments,https://www.breitbart.com/politics/2019/10/31/the-midnight-ride-katie-hills-career-methree-democrats-final-act-vote-trump-impeachment-inquiry/,✦ Björn Free ✦,"....she leaves the neighborHOOD, sniffing the air like a democat in heat.",,23,?
1122,Breitbart News Network,Donald Trump: Mitt Romney Is ‘Worst Name in Politics’,['2019/10/31'],20 comments,https://www.breitbart.com/politics/2019/10/31/donald-trump-mitt-romney-worst-name-politics/,✦ Björn Free ✦,Whatta Pierre Delecto!,,12,?
1123,Breitbart News Network,FNC’s Napolitano Defends Schiff — Impeachment Inquiry Following GOP Rules,['2019/10/31'],492 comments,https://www.breitbart.com/clips/2019/10/31/fncs-napolitano-defends-schiff-impeachment-inquiry-following-gop-rules/,✦ Björn Free ✦,Andrew Napolitano has turned into a real horse's patoot.,,82,?
1124,Breitbart News Network,Katy Perry Sued for Posting Photo of Herself in Hillary Clinton Halloween Cost…,['2019/10/31'],123 comments,https://www.breitbart.com/entertainment/2019/10/31/katy-perry-sued-for-posting-photo-of-herself-in-hillary-clinton-halloween-costume/,✦ Björn Free ✦,"If it weren't for bad taste, they'd have no taste at all.",Where's the beef?,35,?
1125,Breitbart News Network,"James Corden, Orlando Bloom Drunkenly Pleaded with Ivanka Trump to ‘Make It B…",['2019/10/31'],139 comments,https://www.breitbart.com/entertainment/2019/10/31/james-corden-orlando-bloom-drunkenly-pleaded-with-ivanka-trump-to-make-it-better/,✦ Björn Free ✦,Who? and who?,,15,?
1126,Breitbart News Network,"Dem Rep. Clark on Trump, Ukraine: Facts ‘Are Painting a Stark Picture of Betrayal’",['2019/10/31'],36 comments,https://www.breitbart.com/clips/2019/10/31/dem-rep-clark-on-trump-ukraine-facts-are-painting-a-stark-picture-of-betrayal/,✦ Björn Free ✦,The President's transcript is unambiguous. That is the fact.,,11,?
1127,Breitbart News Network,"Nunes: Democrats, Media Like an Impeachment ‘Cult’",['2019/10/30'],16 comments,https://www.breitbart.com/clips/2019/10/30/nunes-democrats-media-like-an-impeachment-cult/,✦ Björn Free ✦,CULTS do less damage to America than do the media and democrats.,,13,?
1128,Breitbart News Network,"McCarthy: Impeachment Resolution Makes Schiff Witness, Prosecutor, Judge, and J…",['2019/10/30'],13 comments,https://www.breitbart.com/clips/2019/10/30/mccarthy-impeachment-resolution-makes-schiff-witness-prosecutor-judge-and-jury/,✦ Björn Free ✦,Kevin McCarthy throws the first pillow in another GOP Leadership Pillow Fest.......feathers & sequins EVERYWHERE!,,11,?
1129,The Gateway Pundit,"""That's Not Activism"": Barack Obama Slams ""Woke"" Cancel Culture (VIDEO)",['2019/10'],173 comments,https://www.thegatewaypundit.com/2019/10/thats-not-activism-barack-obama-slams-woke-cancel-culture-video/,✦ Björn Free ✦,.....is it okay that I haven't a clue what 'woke' means?,,17,?
1130,Townhall,Why Evangelicals Will Be Key to Keeping Trump in the White House,['2019/10/29'],109 comments,https://townhall.com/columnists/stephenstrang/2019/10/29/why-evangelicals-will-be-key-to-keeping-trump-in-the-white-house-n2555482,✦ Björn Free ✦,1000^I hate being called....... a Protestant!,Whiteroses,10,?
