,Site Name,Article Name,Article Date,Total Article Comments,Article URL,Username,Comments,Hate?,Flag??,Responding to,Upvotes,Downvotes,Ordinary/Hate/Offensive,
214,Twitchy,Who saw this coming? Turns out insurance isn’t going to cover the costs of rioters’ destruction of Minneapolis business owners’ property,['2020/08/31'],283 comments,https://twitchy.com/sarahd-313035/2020/08/31/who-saw-this-coming-turns-out-insurance-isnt-going-to-cover-the-costs-of-rioters-destruction-of-minneapolis-business-owners-property/,"MAGADeplorable, too","We hear this same stupidity from the magguts who run around demanding they get ""free"" medicareWhile those on medicare who buy a supplemental that covers what medicare doesn't cover along with basic coverage and the drug plan are paying upwards of $600 a month for coverage",,,,2,?,,
215,Twitchy,Who saw this coming? Turns out insurance isn’t going to cover the costs of rioters’ destruction of Minneapolis business owners’ property,['2020/08/31'],283 comments,https://twitchy.com/sarahd-313035/2020/08/31/who-saw-this-coming-turns-out-insurance-isnt-going-to-cover-the-costs-of-rioters-destruction-of-minneapolis-business-owners-property/,"MAGADeplorable, too",It's obviousThe terrorists and their woke enablers never had to buy insurance since living on welfare and in mommies basement always means someone else funds their lives,,,,3,?,,
216,Townhall,"Gov. Evers Asks Trump Not to Visit Kenosha, What's Left of It",['2020/08/30'],490 comments,https://townhall.com/tipsheet/bronsonstocking/2020/08/30/kenosha-mayor-n2575339,"MAGADeplorable, too",No better way for the President to witness the damage done by the antifa and blm terrorists then view it up close and personalAs well as talk to those small business owners who suffered massive financial losses because of attacks from criminalsWhile Kenosha's mayor and Wisconsin's gov did nothing but cheer on the terrorists,,,,0,0,,
217,Townhall,"Gov. Evers Asks Trump Not to Visit Kenosha, What's Left of It",['2020/08/30'],490 comments,https://townhall.com/tipsheet/bronsonstocking/2020/08/30/kenosha-mayor-n2575339,"MAGADeplorable, too",Time for Lt Gov Mandela idiot to change evers dependz,,,Obama Bin Lootin,0,0,,
218,Townhall,"Gov. Evers Asks Trump Not to Visit Kenosha, What's Left of It",['2020/08/30'],490 comments,https://townhall.com/tipsheet/bronsonstocking/2020/08/30/kenosha-mayor-n2575339,"MAGADeplorable, too","Kenosha is another disaster zoneJust like those states hit by hurricanes or tornado'sOnly Kenosha was done by the progressive-marxist terrorist army, not by mother nature",,,,3,?,,
219,Townhall,"Gov. Evers Asks Trump Not to Visit Kenosha, What's Left of It",['2020/08/30'],490 comments,https://townhall.com/tipsheet/bronsonstocking/2020/08/30/kenosha-mayor-n2575339,"MAGADeplorable, too",Kenosha is the canary in the coal mineIt is the warning of what is coming to your city if the blm and antifa terrorist army is not put down like rabid dogsAlong with making public the names ofthese moronic woke whites enabling and supporting the marxist rebellion,,,,2,?,,
220,Townhall,"Gov. Evers Asks Trump Not to Visit Kenosha, What's Left of It",['2020/08/30'],490 comments,https://townhall.com/tipsheet/bronsonstocking/2020/08/30/kenosha-mayor-n2575339,"MAGADeplorable, too",Gov Scott Walker was punished when he took on the unionsBut it seems BLM enabler Evers thinks he will be rewarded for protecting terrorist destruction in the state he took an oath to uphold law and order,,,,0,0,,
221,Townhall,"Gov. Evers Asks Trump Not to Visit Kenosha, What's Left of It",['2020/08/30'],490 comments,https://townhall.com/tipsheet/bronsonstocking/2020/08/30/kenosha-mayor-n2575339,"MAGADeplorable, too",Seems evers is trying to out ghetto his blm Lt Gov and blame President Trump for the riot evers and the Kenosha mayor did nothing to stop,,,,0,0,,
222,Hot Air,Biden to address racial tensions on Monday,['2020/08/30'],176 comments,https://hotair.com/archives/taylormillard/2020/08/30/biden-address-racial-tensions-monday/,"MAGADeplorable, too",Has Joey B defined racial justice yet?,,,jscott099x,1,?,,
223,Hot Air,Biden to address racial tensions on Monday,['2020/08/30'],176 comments,https://hotair.com/archives/taylormillard/2020/08/30/biden-address-racial-tensions-monday/,"MAGADeplorable, too",Hiden biden has replaced Where's Waldo,,,,2,?,,
224,Townhall,Women Always Have To Pick Up The Check For Democrats,['2020/08/31'],894 comments,https://townhall.com/columnists/kurtschlichter/2020/08/31/women-always-have-to-pick-up-the-check-for-democrats-n2575314,"MAGADeplorable, too",Collateral damage has always been the commiecrats fall back position,,,Don Wayne,1,?,,
225,Townhall,Women Always Have To Pick Up The Check For Democrats,['2020/08/31'],894 comments,https://townhall.com/columnists/kurtschlichter/2020/08/31/women-always-have-to-pick-up-the-check-for-democrats-n2575314,"MAGADeplorable, too",Why don't the wimmens in the demonrat party launch ongoing campaigns about taking birth control and pointing out the need for taking responsibility for the decisions they make?After all how would mr right now know or car if tonight's bedmate is on the pill ?,,,,0,0,,
226,The Daily Caller,"‘That’s Not Peaceful Protest’: Amy Klobuchar Condemns Harassment Of RNC Attendees, But Blames It On Trump",['2020/08/30'],995 comments,https://dailycaller.com/2020/08/30/amy-klobuchar-rnc-peaceful-protest/,"MAGADeplorable, too",Mebbe after the ongoing riots in commieapolis the voters will decide it's time to dump klobie from representing them in the Senate since she is now part of the blm terrorist movement  and enemy of Big 10 football,,,,0,0,,
227,The Daily Caller,"‘That’s Not Peaceful Protest’: Amy Klobuchar Condemns Harassment Of RNC Attendees, But Blames It On Trump",['2020/08/30'],995 comments,https://dailycaller.com/2020/08/30/amy-klobuchar-rnc-peaceful-protest/,"MAGADeplorable, too",Klobie now sounds like she is trying to out ghetto the blm race scam terrorists,,,,1,?,,
228,The Daily Caller,"‘That’s Not Peaceful Protest’: Amy Klobuchar Condemns Harassment Of RNC Attendees, But Blames It On Trump",['2020/08/30'],995 comments,https://dailycaller.com/2020/08/30/amy-klobuchar-rnc-peaceful-protest/,"MAGADeplorable, too",Hey KlobieDon't it just make your azze hurt that Joey B picked someone less qualified then you for his VPPreviously you pretended to be a moderate but you punked out and moved far left and have embraced antifa and blm terrorism and their war on the policeClue us in why you violated your oath of office to uphold the Constitution and the rule of law,,,,1,?,,
229,The Daily Caller,"‘That’s Not Peaceful Protest’: Amy Klobuchar Condemns Harassment Of RNC Attendees, But Blames It On Trump",['2020/08/30'],995 comments,https://dailycaller.com/2020/08/30/amy-klobuchar-rnc-peaceful-protest/,"MAGADeplorable, too",Time to block a mindless hater of America like youWhen the shooting war that your blm and antifa terrorists heroes are promising to startYou will be hiding in bed with your mommyYou truly are beyond pathetic,,,WorkingMansBlues56,0,0,,
230,The Daily Caller,"‘That’s Not Peaceful Protest’: Amy Klobuchar Condemns Harassment Of RNC Attendees, But Blames It On Trump",['2020/08/30'],995 comments,https://dailycaller.com/2020/08/30/amy-klobuchar-rnc-peaceful-protest/,"MAGADeplorable, too",Klobie the klown last weekBragged what good pals she is with the president of the univ of Minnesota indoctrination campusBut how she put pressure on the indoctrination campus to vote to cancel Big 10 football,,,,1,?,,
231,The Daily Caller,"‘That’s Not Peaceful Protest’: Amy Klobuchar Condemns Harassment Of RNC Attendees, But Blames It On Trump",['2020/08/30'],995 comments,https://dailycaller.com/2020/08/30/amy-klobuchar-rnc-peaceful-protest/,"MAGADeplorable, too",Klobie the klown not only looks like 15 miles of bad roadBut now she insists the police shot George Floyd who died of a self inflicted drug overdoseAnd that President Trump is directing the blm terrorists,,,,3,?,,
232,Twitchy,"In the same press conference, Portland Mayor Ted Wheeler says he’ll ‘reach across any aisles’ and that Trump ‘needs to be stopped’",['2020/08/30'],227 comments,https://twitchy.com/jacobb-38/2020/08/30/in-the-same-press-conference-portland-mayor-ted-wheeler-says-hell-reach-across-any-aisles-and-that-trump-needs-to-be-stopped/,"MAGADeplorable, too",Just as valid as the affirmative action law degrees the kenyun and big mike got from hahvad,,,UsedtobeaDemocrat,0,0,,
233,Twitchy,"In the same press conference, Portland Mayor Ted Wheeler says he’ll ‘reach across any aisles’ and that Trump ‘needs to be stopped’",['2020/08/30'],227 comments,https://twitchy.com/jacobb-38/2020/08/30/in-the-same-press-conference-portland-mayor-ted-wheeler-says-hell-reach-across-any-aisles-and-that-trump-needs-to-be-stopped/,"MAGADeplorable, too","Antifa violence has been going on for yearsYet antifa terrorist leader, mayor wheeler, denies he is enabling and protecting his terrorist armyWhile the city DA has announced he will not only immediately release any rioters arrestedHe refuses to prosecute any antifa terrorists",,,,0,0,,
234,Townhall,"Biden Emerges From Basement, Sees Violence, and Makes This Unbelievable Statement",['2020/08/30'],369 comments,https://townhall.com/tipsheet/bronsonstocking/2020/08/30/biden-condemns-violence-n2575327,"MAGADeplorable, too","I am anxious to again be impressed hearing a second discussion between those intellectual giants,Cardi B and Joey BTheir first discussion fully defined their vision for a greater America",,,,3,?,,
235,Townhall,"Biden Emerges From Basement, Sees Violence, and Makes This Unbelievable Statement",['2020/08/30'],369 comments,https://townhall.com/tipsheet/bronsonstocking/2020/08/30/biden-condemns-violence-n2575327,"MAGADeplorable, too",Joey B ain't worriedHe knows willie brown's ho has his back,,,Carey J,0,0,,
236,Townhall,"Biden Emerges From Basement, Sees Violence, and Makes This Unbelievable Statement",['2020/08/30'],369 comments,https://townhall.com/tipsheet/bronsonstocking/2020/08/30/biden-condemns-violence-n2575327,"MAGADeplorable, too",Hey Joey BWhere is your condemnation of inner city shootings/murders?Thousands of ghetto people are shot/murdered by ghetto thugsAnd your silence is deafening,,,,2,?,,
237,Hot Air,Team Biden notices that people don’t seem to like riots,['2020/08/30'],142 comments,https://hotair.com/archives/jazz-shaw/2020/08/30/team-biden-notices-people-dont-seem-like-riots/amp/,"MAGADeplorable, too","So hiden biden, aka joey b, is going to make a surprise secret visit somewhereWhy the mystery?And how can he be assured of a crowd to cheer him on if no one knows he is coming?",,,,0,0,,
238,Hot Air,California moves to consider reparations for slavery,['2020/08'],31 comments,https://hotair.com/headlines/archives/2020/08/california-moves-consider-reparations-slavery/,"MAGADeplorable, too",Isn't Virginia promising the same lunacy of reparations?,,,Antifapundit,0,0,,
239,Hot Air,California moves to consider reparations for slavery,['2020/08'],31 comments,https://hotair.com/headlines/archives/2020/08/california-moves-consider-reparations-slavery/,"MAGADeplorable, too",LBJ's Great Society flushed $25 trillion down the sewer while it failed to bring ghetto magguts to civilization and make them productive citizens,,,claymore cluepile,1,?,,
240,Hot Air,California moves to consider reparations for slavery,['2020/08'],31 comments,https://hotair.com/headlines/archives/2020/08/california-moves-consider-reparations-slavery/,"MAGADeplorable, too",Mebbe this ghetto maggut mitchell can point out where bankrupt commiefornia will find the money to pay for reparationsIncreased taxes are the prime motivator for exodus from the former golden state which is imploding from misrule by their marxist masters,,,,1,?,,
241,Hot Air,California moves to consider reparations for slavery,['2020/08'],31 comments,https://hotair.com/headlines/archives/2020/08/california-moves-consider-reparations-slavery/,"MAGADeplorable, too",Who is shocked that holly mitchell is another ghetto maggut with her hands out for what she can't earn?,,,,1,?,,
242,Hot Air,California moves to consider reparations for slavery,['2020/08'],31 comments,https://hotair.com/headlines/archives/2020/08/california-moves-consider-reparations-slavery/,"MAGADeplorable, too",Mindless woke whites still giving these ghetto magguts a lifetime pass for living uncivilized and taking no responsibility for their livesWhites who work and earnMust continue to fund the failed lives of these ghetto magguts who can't and won't earn their way through lifeThe white man's burden always gets heavier,,,,2,?,,
243,Townhall,Huh? Adam Schiff Believes Russians Are Exploiting the Black Lives Matter Movement,['2020/08/30'],584 comments,https://townhall.com/tipsheet/bethbaumann/2020/08/30/huh-adam-schiff-believes-russians-are-exploiting-the-black-lives-matter-movement-n2575324,"MAGADeplorable, too","These ghetto magguts are among the least educated and most easily indoctrinated losers in AmericaThey have been schooled they will never be punished for their inability to live civilized, while affirmative action programs and racial set asides promotes less qualified people to jobs and programs they can't qualify on their ownNow we are inundated with new demands that they must be given more or they will up the violence they are reigning down on cities across AmericaAnd they have effectively told the police they are not just at war with law enforcement but are placing targets on the back of every law enforcement person in AmericaBut woke whites still march with the blm terrorists while they scream the demands for nebulous social and racial justiceWhich is code for more handouts",,,,1,?,,
244,Townhall,WATCH: BLM Leader Threatens to Put 'Police in the F**king Grave',['2020/08/30'],762 comments,https://townhall.com/tipsheet/bethbaumann/2020/08/30/watch-blm-leader-threatens-to-put-police-in-the-fking-grave-n2575316,"MAGADeplorable, too","Conservative friendsDon't take the bait and respond to these commie trollsWhen you do,  they think they are winningIgnore the mentally challenged that support blm and antifa terrorism",,,,2,?,,
245,Townhall,WATCH: BLM Leader Threatens to Put 'Police in the F**king Grave',['2020/08/30'],762 comments,https://townhall.com/tipsheet/bethbaumann/2020/08/30/watch-blm-leader-threatens-to-put-police-in-the-fking-grave-n2575316,"MAGADeplorable, too",No surprise that the magguts who support the blm and antifa terrorists still believeThat should socialism wins they will get their own rainbow farting unicorn,,,Deplorable Pelosi Schmelosi,1,?,,
246,Townhall,WATCH: BLM Leader Threatens to Put 'Police in the F**king Grave',['2020/08/30'],762 comments,https://townhall.com/tipsheet/bethbaumann/2020/08/30/watch-blm-leader-threatens-to-put-police-in-the-fking-grave-n2575316,"MAGADeplorable, too",How does looting and vandalism and arson advance the lunacy of social justice?,,,,2,?,,
247,Townhall,WATCH: BLM Leader Threatens to Put 'Police in the F**king Grave',['2020/08/30'],762 comments,https://townhall.com/tipsheet/bethbaumann/2020/08/30/watch-blm-leader-threatens-to-put-police-in-the-fking-grave-n2575316,"MAGADeplorable, too",It's beyond all understanding how some in the cities that were looted and burned by the antifa and blm terrorists refuse to hold their own mayors and gov's accountable for surrendering to criminalsOne need look no further then the criminal trash in commieapolis looted and burned when a ghetto thug killed hisself before he could be arrested after being charged with murdering someone else,,,Deplorable Pelosi Schmelosi,3,?,,
248,Townhall,WATCH: BLM Leader Threatens to Put 'Police in the F**king Grave',['2020/08/30'],762 comments,https://townhall.com/tipsheet/bethbaumann/2020/08/30/watch-blm-leader-threatens-to-put-police-in-the-fking-grave-n2575316,"MAGADeplorable, too",The great news is that the antifa and blm terrorists want to start a war they are guaranteed to lose,,,,3,?,,
249,Townhall,WATCH: BLM Leader Threatens to Put 'Police in the F**king Grave',['2020/08/30'],762 comments,https://townhall.com/tipsheet/bethbaumann/2020/08/30/watch-blm-leader-threatens-to-put-police-in-the-fking-grave-n2575316,"MAGADeplorable, too","Good luck pathetic terroristsYou are out manned, out gunned and most importantly out IQ'dPatriots will defend their lives and property while the thugs look for opportunities to loot",,,,2,?,,
250,Townhall,Here's the Shockingly Small Number of People Who Died From Only the Coronavirus,['2020/08/30'],755 comments,https://townhall.com/tipsheet/bronsonstocking/2020/08/30/heres-the-shockingly-small-number-of-people-who-died-from-just-the-coronavirus-n2575306,"MAGADeplorable, too",This week I go for my second covid testI had one 2 weeks ago before I had to undergo a stress testAnd this week a second is required before scheduled surgerySeems no one takes your word you haven't been anywhere or done anything that might have put you at what the govt maintains is a risk to others,,,,4,?,,
251,Townhall,Here's the Shockingly Small Number of People Who Died From Only the Coronavirus,['2020/08/30'],755 comments,https://townhall.com/tipsheet/bronsonstocking/2020/08/30/heres-the-shockingly-small-number-of-people-who-died-from-just-the-coronavirus-n2575306,"MAGADeplorable, too",He is stuck with the supposed expert he was givenNo matter how many times Fauci contradicts himself,,,Steve,1,?,,
252,Twitchy,"Onlookers use their phones to film attempted rape on NYC subway platform, let suspect flee",['2020/08/30'],316 comments,https://twitchy.com/gregp-3534/2020/08/30/onlookers-use-their-phones-to-film-attempted-rape-on-nyc-subway-platform-let-suspect-flee/,"MAGADeplorable, too",Another blm thug that should have been summarily executed on the spot,,,,1,?,,
253,Townhall,A Look Inside the War Zone Known as Kenosha,['2020/08/29'],502 comments,https://townhall.com/tipsheet/bethbaumann/2020/08/29/a-look-inside-the-war-zone-known-as-kenosha-n2575302,"MAGADeplorable, too",Bizarre that woke whites call for racial healingWhile the kenyun and big mike continue to fan the flames of racial unrest and pushing for a race war,,,,2,?,,
254,Townhall,A Look Inside the War Zone Known as Kenosha,['2020/08/29'],502 comments,https://townhall.com/tipsheet/bethbaumann/2020/08/29/a-look-inside-the-war-zone-known-as-kenosha-n2575302,"MAGADeplorable, too",The Kenosha riots and now the pathetic march at Kenosha where the terrorists are declaring they want a shooting war is proof we will now endure what the kenyun is the birth mother ofA race war,,,,2,?,,
255,Hot Air,Guess where President Trump will go on Tuesday?,['2020/08/30'],92 comments,https://hotair.com/archives/karen-townsend/2020/08/30/guess-president-trump-will-go-tuesday/,"MAGADeplorable, too",The unmitigated gall of terroristsClaiming they stand for racial unity after they rioted and looted Kenosha,,,,1,?,,
256,Twitchy,Michelle Obama tells podcast that she was ‘invisible’ to white people even while she was first lady,['2020/08/29'],332 comments,https://twitchy.com/brettt-3136/2020/08/29/michelle-obama-tells-podcast-that-she-was-invisible-to-white-people-even-while-she-was-first-lady/,"MAGADeplorable, too",Like the hagA nobody like big mike thinks the attention means he is important,,,SteveP,0,0,,
257,Hot Air,What does Biden have to do to show he's against riots?,['2020/08'],48 comments,https://hotair.com/headlines/archives/2020/08/biden-show-hes-riots/,"MAGADeplorable, too",Why stop looting when it's the way these ghetto magguts tell theyselves stealing is getting reparations,,,Hap Aziz,2,?,,
258,Hot Air,What does Biden have to do to show he's against riots?,['2020/08'],48 comments,https://hotair.com/headlines/archives/2020/08/biden-show-hes-riots/,"MAGADeplorable, too",Joey B don't need no stinkin adviceHis handlers assured him he could win by hiding in his basementAnd letting willie brown's ho play attack dog,,,,0,0,,
259,Townhall,A Look Inside the War Zone Known as Kenosha,['2020/08/29'],502 comments,https://townhall.com/tipsheet/bethbaumann/2020/08/29/a-look-inside-the-war-zone-known-as-kenosha-n2575302,"MAGADeplorable, too","Why would the DNC and their 2 mindless puppets, joey b and willie brown's ho think the antifa and blm terrorist armies are an asset to their election?In light of the $billions in destruction and looting done in the name of dead drug addict George Floyd",,,,0,0,,
260,Townhall,A Look Inside the War Zone Known as Kenosha,['2020/08/29'],502 comments,https://townhall.com/tipsheet/bethbaumann/2020/08/29/a-look-inside-the-war-zone-known-as-kenosha-n2575302,"MAGADeplorable, too",Meanwhile the groper aka joey b is running ads that he will be the backbone of America  And that he will rebuild the economyHe leaves out that he never held the chicoms accountable for the wuhan virusAnd  the commiecrats terrorist army that has caused all the damage they created when they looted and burned cities to protest the death of a drug addict that resisted arrest is another of those things joey b can't comprehend,,,,1,?,,
261,Townhall,"NPR Promotes New Book That Justifies Looting, Property Damage",['2020/08/29'],576 comments,https://townhall.com/tipsheet/bronsonstocking/2020/08/29/npr-promotes-new-book-that-justifies-looting-n2575303,"MAGADeplorable, too",Even though joey b tells the DNC terrorist army that the riots ain't helpfulWho is dumb enough to believe the terrorists and the ghetto magguts will stop their uncivilized and criminal behavior,,,,1,?,,
262,Townhall,"NPR Promotes New Book That Justifies Looting, Property Damage",['2020/08/29'],576 comments,https://townhall.com/tipsheet/bronsonstocking/2020/08/29/npr-promotes-new-book-that-justifies-looting-n2575303,"MAGADeplorable, too",Oscar Michael Osterweil is another unhappy trannie who is glomming off the current blm and antifa terrorismAmazon gives the book 1 star out of 5Proving even the commie idiots ain't taken in by the poor theorizing of the book,,,,3,?,,
263,Twitchy,Michelle Obama tells podcast that she was ‘invisible’ to white people even while she was first lady,['2020/08/29'],332 comments,https://twitchy.com/brettt-3136/2020/08/29/michelle-obama-tells-podcast-that-she-was-invisible-to-white-people-even-while-she-was-first-lady/,"MAGADeplorable, too",Where her job was steering poor blacks away from that hospital which didn't want to treat people on welfare,,,Gloves Donahue,4,?,,
264,Twitchy,Michelle Obama tells podcast that she was ‘invisible’ to white people even while she was first lady,['2020/08/29'],332 comments,https://twitchy.com/brettt-3136/2020/08/29/michelle-obama-tells-podcast-that-she-was-invisible-to-white-people-even-while-she-was-first-lady/,"MAGADeplorable, too",The vampire jarrett was previously a slumlord in chicongoAnd continues to live with and travels with the kenyun and big mike as she did while they infested the white house that big mike claimed to hate because slaves built itBut then the kenyun is always most comfortable being around fellow marxists who share his hatred of America,,,Gloves Donahue,1,?,,
265,Twitchy,Michelle Obama tells podcast that she was ‘invisible’ to white people even while she was first lady,['2020/08/29'],332 comments,https://twitchy.com/brettt-3136/2020/08/29/michelle-obama-tells-podcast-that-she-was-invisible-to-white-people-even-while-she-was-first-lady/,"MAGADeplorable, too",How many 10's of $millions in tax payer dollars were wasted while big mike and his chicongo gang traveled the world?,,,,1,?,,
266,Twitchy,Michelle Obama tells podcast that she was ‘invisible’ to white people even while she was first lady,['2020/08/29'],332 comments,https://twitchy.com/brettt-3136/2020/08/29/michelle-obama-tells-podcast-that-she-was-invisible-to-white-people-even-while-she-was-first-lady/,"MAGADeplorable, too",To know big mike is to hate him,,,,2,?,,
267,Hot Air,You knew this was coming: “In defense of looting”,['2020/08/29'],231 comments,https://hotair.com/archives/jazz-shaw/2020/08/29/knew-coming-defense-looting/,"MAGADeplorable, too",Wunder why oscar osterweil transformed to vicky osterweil?,,,,0,0,,
268,Hot Air,You knew this was coming: “In defense of looting”,['2020/08/29'],231 comments,https://hotair.com/archives/jazz-shaw/2020/08/29/knew-coming-defense-looting/,"MAGADeplorable, too",Mr Osterweil despite his transition is still a very ugly human,,,Bird_Dog,1,?,,
269,Hot Air,You knew this was coming: “In defense of looting”,['2020/08/29'],231 comments,https://hotair.com/archives/jazz-shaw/2020/08/29/knew-coming-defense-looting/,"MAGADeplorable, too",Charles Manson 50 years ago wanted a race warSeems the blm race scam terrorists are striving to make Manson's prediction come true,,,,3,?,,
270,Hot Air,You knew this was coming: “In defense of looting”,['2020/08/29'],231 comments,https://hotair.com/archives/jazz-shaw/2020/08/29/knew-coming-defense-looting/,"MAGADeplorable, too","Ghetto magguts looting and vandalizing buildings,  guarantees to grow the race gapGhetto terrorists talk of starting a race war based on hoe easily they have turned marxist mayors and gov's into cowards who won't enforce the rule of lawEvery looter should be sent for a final trip to the morgue where their mother will cry about what an angel her criminal thug spawn was",,,,0,0,,
271,Townhall,Kenosha Businessman Assesses the Damage: 'I Hope to God No One Has to Go Through What I Did',['2020/08/29'],517 comments,https://townhall.com/tipsheet/bethbaumann/2020/08/29/kenosha-businessman-assesses-the-damage-i-hope-to-god-no-one-has-to-go-through-n2575301,"MAGADeplorable, too",Kenosha is proofThat armed citizens stand tall against terrorists and send bodies of looters and arsonists to the morgue,,,,1,?,,
272,Townhall,Kenosha Businessman Assesses the Damage: 'I Hope to God No One Has to Go Through What I Did',['2020/08/29'],517 comments,https://townhall.com/tipsheet/bethbaumann/2020/08/29/kenosha-businessman-assesses-the-damage-i-hope-to-god-no-one-has-to-go-through-n2575301,"MAGADeplorable, too",If possible sue the mayor and governor personally for allowing terrorists to loot and burn,,,,3,?,,
273,Twitchy,‘Reeks of desperation’: Sen. Chris Murphy gets introduced to mass protests & riots after saying ‘Trump is deliberately killing people’,['2020/08/29'],68 comments,https://twitchy.com/dougp-3137/2020/08/29/reeks-of-desperation-sen-chris-murphy-gets-introduced-to-mass-protests-riots-after-saying-trump-is-deliberately-killing-people/,"MAGADeplorable, too",Still waiting for FNN to post where joey b and the ho have a plan for America that includes growth of the economyHow many times did we hear joey b  was going to head up the kenyun's promises of recovery summers that never happened?,,,,2,?,,
274,Townhall,CNN Comes Out with a Bogus Article About How Trump Is Launching 'Baseless Attacks' on Harris,['2020/08/29'],387 comments,https://townhall.com/tipsheet/bethbaumann/2020/08/29/cnn-comes-out-with-a-bogus-article-about-how-trump-is-launching-baseless-attacks-on-harris-n2575298,"MAGADeplorable, too",Keep kameltoes talkingHer stupidity and need to appease the blm terrorists will guarantee her mouth will again get her in trouble,,,,0,0,,
275,Townhall,CNN Comes Out with a Bogus Article About How Trump Is Launching 'Baseless Attacks' on Harris,['2020/08/29'],387 comments,https://townhall.com/tipsheet/bethbaumann/2020/08/29/cnn-comes-out-with-a-bogus-article-about-how-trump-is-launching-baseless-attacks-on-harris-n2575298,"MAGADeplorable, too",The last remotely intelligent thing to come out of cow-malla's mouth was willie brown,,,,5,?,,
276,Townhall,CNN Comes Out with a Bogus Article About How Trump Is Launching 'Baseless Attacks' on Harris,['2020/08/29'],387 comments,https://townhall.com/tipsheet/bethbaumann/2020/08/29/cnn-comes-out-with-a-bogus-article-about-how-trump-is-launching-baseless-attacks-on-harris-n2575298,"MAGADeplorable, too",Identity politics mandates that cow-malla call herself blackWhile she pretends she has no India DNA,,,,0,0,,
277,Townhall,EXCLUSIVE: Scott Walker Provides Critical Insight Into Why Wisconsin Is a Swing State,['2020/08/29'],190 comments,https://townhall.com/tipsheet/bethbaumann/2020/08/29/exclusive-scott-walker-provides-critical-insight-into-why-wisconsin-is-a-swing-s-n2575296,"MAGADeplorable, too",Thanks to the antifa and blm terrorists they have alerted America that what happened in Kenosha could come to their townsSure there are thousands of getto magguts and mind dead marxists in big citiesBut Kenosha's proximity to Milwaukee and Chicongo has proved to be fatal to living peacefully,,,,2,?,,
278,Hot Air,NYC residents angry they were “tricked” into saying what they really thought about Mayor… and Trump,['2020/08/29'],105 comments,https://hotair.com/archives/jazz-shaw/2020/08/29/nyc-residents-angry-tricked-saying-really-thought-mayor-trump/,"MAGADeplorable, too",If these slugs had marketable skill sets they wouldn't be living in public housing funded by taxpayers,,,,2,1,,
279,Twitchy,‘Plot twist’! Activists reward Portland Mayor Wheeler’s support by occupying his apartment building and demanding his resignation,['2020/08/29'],166 comments,https://twitchy.com/dougp-3137/2020/08/29/plot-twist-activists-reward-portland-mayor-wheelers-support-by-occupying-his-apartment-building-and-demanding-his-resignation/,"MAGADeplorable, too",No one expects nancy boy wheeler to man upHe has held on to power because he made sure his antifa army will never face arrest and prosecution,,,Dorothy Zbornak,2,?,,
280,Twitchy,‘Plot twist’! Activists reward Portland Mayor Wheeler’s support by occupying his apartment building and demanding his resignation,['2020/08/29'],166 comments,https://twitchy.com/dougp-3137/2020/08/29/plot-twist-activists-reward-portland-mayor-wheelers-support-by-occupying-his-apartment-building-and-demanding-his-resignation/,"MAGADeplorable, too",Portlandistan will have a choice for mayorThey can keep antifa terrorist leader wheeler or vote for the even more radical antifa terrorist slug opposing him,,,,1,?,,
281,Twitchy,‘Plot twist’! Activists reward Portland Mayor Wheeler’s support by occupying his apartment building and demanding his resignation,['2020/08/29'],166 comments,https://twitchy.com/dougp-3137/2020/08/29/plot-twist-activists-reward-portland-mayor-wheelers-support-by-occupying-his-apartment-building-and-demanding-his-resignation/,"MAGADeplorable, too",Were these ugly white chicks part of the woke mommies brigade manning the front lines to protect their useless rioting brats?,,,,0,0,,
282,Hot Air,NYC residents angry they were “tricked” into saying what they really thought about Mayor… and Trump,['2020/08/29'],105 comments,https://hotair.com/archives/jazz-shaw/2020/08/29/nyc-residents-angry-tricked-saying-really-thought-mayor-trump/,"MAGADeplorable, too",It ain't exactly rocket science to confuse a mindless ghetto slug with the acumen of an amoeba,,,,1,2,,
283,Hot Air,NYC residents angry they were “tricked” into saying what they really thought about Mayor… and Trump,['2020/08/29'],105 comments,https://hotair.com/archives/jazz-shaw/2020/08/29/nyc-residents-angry-tricked-saying-really-thought-mayor-trump/,"MAGADeplorable, too",Ghetto slaves reneging on their praise for the PresidentHow plantation slave of themWhile we the taxpayers foot the bill,,,,4,1,,
284,Townhall,How Rich: Chelsea Clinton Is Telling Parents How to 'Erode White Privilege' Out of Their Children,['2020/08/29'],1084 comments,https://townhall.com/tipsheet/bethbaumann/2020/08/29/how-rich-chelsea-clinton-is-telling-parents-how-to-erode-white-privilege-out-of-their-children-n2575295,"MAGADeplorable, too",Mebbe notShe might escape by passing out $10 bills and licking shoes to clean them,,,Paakah,1,?,,
285,Townhall,How Rich: Chelsea Clinton Is Telling Parents How to 'Erode White Privilege' Out of Their Children,['2020/08/29'],1084 comments,https://townhall.com/tipsheet/bethbaumann/2020/08/29/how-rich-chelsea-clinton-is-telling-parents-how-to-erode-white-privilege-out-of-their-children-n2575295,"MAGADeplorable, too",Never silence leftist indoctrinationAS they continue to remind usThey ARE the enemy,,,Paul McLaurin,1,?,,
