,Site Name,Article Name,Article Date,Total Article Comments,Article URL,Username,Comments,Hate?,Flag ???,Responding to,Upvotes,Downvotes
678,The Daily Wire,"WATCH: CNN Law Enforcement Analyst Blames Media For Police Resigning, Low…",[],78 comments,https://www.dailywire.com/news/watch-cnn-law-enforcement-analyst-blames-media-for-police-resigning-low-morale,NDPACKER,Until enough of us realize that the media ARE the enemy of the people and end their revenue streams we will never take our country back from them.,,,HA,6,?
679,Townhall,Atlanta Police Walk Out After District Attorney Charges Former Officer With M…,['2020/06/17'],1051 comments,https://townhall.com/tipsheet/bronsonstocking/2020/06/17/atlanta-cops-walk-out-after-district-attorneys-baffling-press-conference-n2570860,NDPACKER,Good for the cops.  Atlanta probably does not need them...NOT!,,,imamazed,1,?
680,Townhall,Is She the Source? We Now Know Who Fed the NYT Information About President Tru…,['2020/06/17'],323 comments,https://townhall.com/tipsheet/mattvespa/2020/06/17/is-she-the-source-we-now-know-who-fed-the-nyt-information-about-president-trump-n2570640,NDPACKER,"She is just mad because she did not get the inheritance President Trump did.  Ignore her.  She is just one more sniveling, lying, liberal communist propagandist.",,,Guest,15,2
681,Townhall,Kayleigh Responds to Jim Acosta's Rally Concerns With Spot-on NY Post Cover,['2020/06/17'],838 comments,https://townhall.com/tipsheet/cortneyobrien/2020/06/17/kayleigh-brings-ny-post-cover-to-wh-presser-to-give-kudos-to-their-calling-out-hypocrisy-n2570824,NDPACKER,For becoming liberal.  I doubt it.,,,Deplorable Pelosi Schmelosi,1,?
682,Townhall,Kayleigh Responds to Jim Acosta's Rally Concerns With Spot-on NY Post Cover,['2020/06/17'],838 comments,https://townhall.com/tipsheet/cortneyobrien/2020/06/17/kayleigh-brings-ny-post-cover-to-wh-presser-to-give-kudos-to-their-calling-out-hypocrisy-n2570824,NDPACKER,"131/63 just tells me and everyone else here that you are just one more sniveling, lying liberal communist propagandist that needs to be reported and blocked.",,,🍌 GOP Is Dead Tucker Sez,2,?
683,Townhall,Kayleigh Responds to Jim Acosta's Rally Concerns With Spot-on NY Post Cover,['2020/06/17'],838 comments,https://townhall.com/tipsheet/cortneyobrien/2020/06/17/kayleigh-brings-ny-post-cover-to-wh-presser-to-give-kudos-to-their-calling-out-hypocrisy-n2570824,NDPACKER,She needs a punching bag and Jim is too stupid to keep his mouth shut.,,,starknakedtruth,3,?
684,Townhall,Kayleigh Responds to Jim Acosta's Rally Concerns With Spot-on NY Post Cover,['2020/06/17'],838 comments,https://townhall.com/tipsheet/cortneyobrien/2020/06/17/kayleigh-brings-ny-post-cover-to-wh-presser-to-give-kudos-to-their-calling-out-hypocrisy-n2570824,NDPACKER,It has been happening more and more regularly.  Are they turning to the left?,,,Deplorable Pelosi Schmelosi,1,?
685,Townhall,Kayleigh Responds to Jim Acosta's Rally Concerns With Spot-on NY Post Cover,['2020/06/17'],838 comments,https://townhall.com/tipsheet/cortneyobrien/2020/06/17/kayleigh-brings-ny-post-cover-to-wh-presser-to-give-kudos-to-their-calling-out-hypocrisy-n2570824,NDPACKER,Is Townhall removing anyone's posts?,,,,0,0
686,Townhall,Kayleigh Responds to Jim Acosta's Rally Concerns With Spot-on NY Post Cover,['2020/06/17'],838 comments,https://townhall.com/tipsheet/cortneyobrien/2020/06/17/kayleigh-brings-ny-post-cover-to-wh-presser-to-give-kudos-to-their-calling-out-hypocrisy-n2570824,NDPACKER,Thank God for Kayleigh McEnany!MAGA!,,,Atty Tude,25,?
687,Townhall,Dick Durbin Uses the Wrong Word in Response to Tim Scott Presser,['2020/06/17'],299 comments,https://townhall.com/tipsheet/cortneyobrien/2020/06/17/dick-durbins-insensitive-response-to-tim-scott-presser-n2570807,NDPACKER,All democrats are racists.,,,BossBass7o7,6,?
688,The Daily Wire,Oklahoma Judge Won’t Stop Trump’s Rally Over COVID-19 Concerns,[],141 comments,https://www.dailywire.com/news/oklahoma-judge-wont-stop-trumps-rally-over-covid-19-concerns,NDPACKER,"It looks like democrats are becoming very desperate.  Perhaps Biden should hold his own rallies, oh wait he has.  They're called riots.",,,JimBob5,17,?
689,Twitchy,The suspect in the assault on a 92-year-old NYC woman is a registered sex offender…,['2020/06/17'],227 comments,https://twitchy.com/gregp-3534/2020/06/17/the-suspect-in-the-assault-on-a-92-year-old-nyc-woman-is-a-registered-sex-offender-arrested-more-than-100-times/,NDPACKER,Glad he is only assaulting women in the democrat controlled city of New York.,,,,5,3
690,Townhall,Celebs Promote Farrakhan Over His 'Powerful' Comments on Race,['2020/06/17'],230 comments,https://townhall.com/tipsheet/leahbarkoukis/2020/06/17/farrakhan-n2570788,NDPACKER,What a joke he was/is.,,,Never a Dem til I'm dead,1,?
691,Twitchy,Self-defense? Graphic video emerges of man shooting protester in Albuquerque…,['2020/06/16'],450 comments,https://twitchy.com/brettt-3136/2020/06/16/self-defense-graphic-video-emerges-of-man-shooting-protester-in-albuquerque-after-being-chased-down/,NDPACKER,That was a wonderful video that should be repeated hundreds of thousands of times showing the antifas being shot.MAGA!,,,Guest,1,?
692,Twitchy,"R.I.P. Aunt Jemima, 1889-2020",['2020/06/17'],301 comments,https://twitchy.com/gregp-3534/2020/06/17/r-i-p-aunt-jemima-1889-2020/,NDPACKER,All blacks should be removed from all advertising or the advertiser will be considered racist.,,,Warren Hall,25,?
693,Twitchy,Domino’s Pizza tells the ‘rage mob to pound sand’ in a PERFECT response to Ri…,['2020/06/16'],131 comments,https://twitchy.com/gregp-3534/2020/06/16/dominos-pizza-tells-the-rage-mob-to-pound-sand-in-a-perfect-response-to-rick-wilson/,NDPACKER,Is Rick Wilson losing his hair?,,,Slick312,1,?
694,The Daily Wire,"Trump’s Niece To Publish Tell-All Book On President, Reveals She Was ‘Primary So…",[],351 comments,https://www.dailywire.com/news/trumps-niece-to-publish-tell-all-book-on-president-reveals-she-was-primary-source-for-trump-tax-story,NDPACKER,I don't believe you.,,,John33,0,0
695,The Daily Wire,"Trump’s Niece To Publish Tell-All Book On President, Reveals She Was ‘Primary So…",[],351 comments,https://www.dailywire.com/news/trumps-niece-to-publish-tell-all-book-on-president-reveals-she-was-primary-source-for-trump-tax-story,NDPACKER,You are just one more liberal liar to be reported and blocked.,,,Scott Craven,0,0
696,The Daily Wire,"Trump’s Niece To Publish Tell-All Book On President, Reveals She Was ‘Primary So…",[],351 comments,https://www.dailywire.com/news/trumps-niece-to-publish-tell-all-book-on-president-reveals-she-was-primary-source-for-trump-tax-story,NDPACKER,The real question is why has the Daily Wire swung SO far to the left?,,,Guest,3,5
697,Twitchy,"Beijing closes all schools, shuts down domestic air travel after new COVID-19 o…",['2020/06/16'],74 comments,https://twitchy.com/gregp-3534/2020/06/16/beijing-closes-all-schools-shuts-down-domestic-air-travel-after-new-covid-19-outbreak/,NDPACKER,China lies and people die.,,,Oscar,5,?
698,Twitchy,William Shatner approves of gender-swapped Captain Kirk,['2020/06/16'],116 comments,https://twitchy.com/gregp-3534/2020/06/16/william-shatner-approves-of-gender-swapped-captain-kirk/,NDPACKER,There are a lot of sick f*cks in these end days.,,,ee1774,4,?
699,Twitchy,Delete your account: Politico journo OWNED after he insists wanting Gundy p…,['2020/06/16'],88 comments,https://twitchy.com/samj-3930/2020/06/16/delete-your-account-politico-journo-owned-after-he-insists-wanting-gundy-punished-for-evil-oan-t-shirt-isnt-cancel-culture/,NDPACKER,I wish One America News Network would broadcast over the air.,,,Skoalbandit1,0,0
700,Twitchy,"The LAPD is out of overtime money, cops will get comp time instead",['2020/06/16'],52 comments,https://twitchy.com/gregp-3534/2020/06/16/the-lapd-is-out-of-overtime-money-cops-will-get-comp-time-instead/,NDPACKER,Police Departments will not have to be de-funded if they no longer have any employees.,,,,2,?
701,Twitchy,‘We were trying to leave’: Watch a protester attack a journalist with a brick…,['2020/06/16'],111 comments,https://twitchy.com/gregp-3534/2020/06/16/we-were-trying-to-leave-watch-a-protester-attack-a-journalist-with-a-brick-in-louisville/,NDPACKER,We should provide the bricks to protesters if they are throwing them at members of the main stream media.,,,Kilroy,7,?
702,Townhall,Scalise Demands Answers From Dem Governors on Nursing Home Deaths,['2020/06/16'],53 comments,https://townhall.com/tipsheet/reaganmccarthy/2020/06/16/scalise-letter-n2570723,NDPACKER,First they started killing the unborn.  Next they started killing the newly born.  Now they are killing the most vulnerable elderly.  Who will the democrats target next to kill?,,,,16,?
703,The Daily Wire,J.J. Watt Suggests He’ll Kneel For Anthem This season In Snippy Tweet,[],237 comments,https://www.dailywire.com/news/j-j-watt-suggests-hell-kneel-for-anthem-this-season-in-snippy-tweet,NDPACKER,Not anymore.,,,Norm Leeper-Pick,0,0
704,Twitchy,Rick Wilson uses tweet from Domino’s Pizza thanking Kayleigh McEnany for a c…,['2020/06/15'],144 comments,https://twitchy.com/dougp-3137/2020/06/15/rick-wilson-uses-tweet-from-dominos-pizza-thanking-kayleigh-mcenany-for-a-compliment-to-let-them-know-they-just-killed-your-brand-spoiler-the-tweets-8-years-old/,NDPACKER,Someone should tell Rick Wilson he is going bald.,,,William,0,0
705,Twitchy,NYPD finds ‘no criminality’ by Shake Shack’s employees over ‘poisoned’ milk…,['2020/06/16'],177 comments,https://twitchy.com/gregp-3534/2020/06/16/nypd-finds-no-criminality-by-shake-shacks-employees-over-poisoned-milkshakes/,NDPACKER,Shake Shack should be boycotted and PUT OUT OF BUSINESS!,,,Paul Kersey,3,?
706,The Daily Wire,SEE IT: Nancy Pelosi Gifts George Floyd’s Brother Folded American Flag; Outrage E…,[],482 comments,https://www.dailywire.com/news/see-it-nancy-pelosi-gifts-george-floyds-brother-folded-american-flag-outrage-erupts-online,NDPACKER,You are such a stupid liberal liar.  You add no value to anyone's life.,,,Guest,1,?
707,Townhall,Horrible: Three NYPD Cops Hospitalized From Poisoned Shake Shack Milkshakes,['2020/06/16'],685 comments,https://townhall.com/tipsheet/mattvespa/2020/06/16/three-nypd-cops-poisoned-n2570716,NDPACKER,Boycott Shake Shack and put them out of business!,,,Suzy Q,3,?
708,Twitchy,Oklahoma State football player says he’s boycotting program because coach was…,['2020/06/15'],194 comments,https://twitchy.com/dougp-3137/2020/06/15/oklahoma-state-football-player-says-hes-boycotting-program-because-coach-was-photographed-wearing-an-oan-shirt/,NDPACKER,BOYCOTT all college sports!MAGA!,,,Andrew_NC,5,1
709,Twitchy,‘These Democrats … hate black people’: Black woman explains why Joe Biden isn…,['2020/06/15'],127 comments,https://twitchy.com/brettt-3136/2020/06/15/these-democrats-hate-black-people-black-woman-explains-why-joe-biden-isnt-getting-her-vote-this-november-and-its-awesome/,NDPACKER,"After watching both videos made me think that maybe, just maybe there is still hope for this country.",,,Johnny 5,23,?
710,The Daily Wire,"Amid Protests, Gallup Poll Finds Pride In America At Record Low",[],236 comments,https://www.dailywire.com/news/amid-protests-gallup-poll-finds-pride-in-america-at-record-low,NDPACKER,Gallup poll?  Really?  Whiskey Tango Foxtrot?  They are just another lying communist front organization.,,,Guest,1,?
711,The Daily Wire,J.J. Watt Suggests He’ll Kneel For Anthem This season In Snippy Tweet,[],237 comments,https://www.dailywire.com/news/j-j-watt-suggests-hell-kneel-for-anthem-this-season-in-snippy-tweet,NDPACKER,I never said anything as stupid as that.  I stopped watching the NFL the moment that communist monkey knelt the first time.,,,Marky Mark,3,1
712,The Daily Wire,J.J. Watt Suggests He’ll Kneel For Anthem This season In Snippy Tweet,[],237 comments,https://www.dailywire.com/news/j-j-watt-suggests-hell-kneel-for-anthem-this-season-in-snippy-tweet,NDPACKER,That is why they ALL need to be boycotted.,,,Rick Darick,3,?
713,The Daily Wire,J.J. Watt Suggests He’ll Kneel For Anthem This season In Snippy Tweet,[],237 comments,https://www.dailywire.com/news/j-j-watt-suggests-hell-kneel-for-anthem-this-season-in-snippy-tweet,NDPACKER,"Act like ""them""?  You mean liberal f a g s like you?",,,Thinkforyourself,3,?
714,The Daily Wire,J.J. Watt Suggests He’ll Kneel For Anthem This season In Snippy Tweet,[],237 comments,https://www.dailywire.com/news/j-j-watt-suggests-hell-kneel-for-anthem-this-season-in-snippy-tweet,NDPACKER,Well put.,,,Marky Mark,2,?
715,The Daily Wire,J.J. Watt Suggests He’ll Kneel For Anthem This season In Snippy Tweet,[],237 comments,https://www.dailywire.com/news/j-j-watt-suggests-hell-kneel-for-anthem-this-season-in-snippy-tweet,NDPACKER,JJ Watt is just another liberal f a g.BOYCOTT the NFL!,,,Chase,17,3
716,Twitchy,‘Even if they’re mostly peaceful rallies?’ CNN’s Chris Cillizza declares there to be ‘…,['2020/06/15'],101 comments,https://twitchy.com/dougp-3137/2020/06/15/even-if-theyre-mostly-peaceful-rallies-cnns-chris-cillizza-declares-there-to-be-no-reason-for-trumps-return-to-the-campaign-trail-this-week-and-people-have-thoughts/,NDPACKER,"Chris Cillizza is nothing more than a sniveling, lying liberal communist propagandist that should be ignored.MAGA!",,,Sheepdog413,4,?
717,Townhall,Trump Campaign Releases Guidelines for This Weekend's Rally,['2020/06/15'],358 comments,https://townhall.com/tipsheet/cortneyobrien/2020/06/15/trump-campaign-releases-guidelines-for-this-weekends-rally-n2570652,NDPACKER,The fake polls?,,,Lillian DeVore,1,?
718,Townhall,Trump Campaign Releases Guidelines for This Weekend's Rally,['2020/06/15'],358 comments,https://townhall.com/tipsheet/cortneyobrien/2020/06/15/trump-campaign-releases-guidelines-for-this-weekends-rally-n2570652,NDPACKER,Thank God for President Trump!MAGA!,,,Lillian DeVore,4,?
719,Twitchy,"‘Anger will never, EVER go away’: Bethany Mandel’s heart-wrenching thread about…",['2020/06/15'],115 comments,https://twitchy.com/samj-3930/2020/06/15/anger-will-never-ever-go-away-bethany-mandels-heart-wrenching-thread-about-how-lockdowns-hurt-families-a-powerful-must-read/,NDPACKER,I thought it would be brave men that would start shooting the f*ckers that are destroying this country.  It looks like it will be the brave women that we will need to do that.Thank God for these brave women.,,,,15,?
720,The Daily Wire,"ESPN Hits Ratings Low, Sports Journalist Blames ‘Wokecenter On Steroids’ Not Co…",[],146 comments,https://www.dailywire.com/news/espn-hits-ratings-low-sports-journalist-blames-wokecenter-on-steroids-not-coronavirus,NDPACKER,Cancel any paid cable or satellite package you have and MAGA!,,,,8,?
721,The Daily Wire,NBA’s Popovich: ‘The Flag Is Irrelevant. It’s Just A Symbol That People Glom Onto Fo…,[],216 comments,https://www.dailywire.com/news/nbas-popovich-the-flag-is-irrelevant-its-just-a-symbol-that-people-glom-onto-for-political-reasons,NDPACKER,This anti-American is the only reason anyone needs to never watch an NBA game again.,,,Yes....no,1,?
722,Townhall,Crenshaw Reminds CHAZ Anarchists Why They Can't Demand This List of Supplies,['2020/06/15'],943 comments,https://townhall.com/tipsheet/leahbarkoukis/2020/06/15/crenshaw-seattles-autonomous-zone-n2570635,NDPACKER,Put up a wall around it and do not let anyone leave.,,,T-White,4,?
723,The Daily Wire,"‘Unusually Large’ Number Of Minneapolis Police Are Quitting, Cite Lack Of Support…",[],92 comments,https://www.dailywire.com/news/unusually-large-number-of-minneapolis-police-are-quitting-cite-lack-of-support-from-citys-democrat-leaders-riots,NDPACKER,It looks like the third-world sh*thole known as Minneapolis will not have to de-fund its police department.  Good luck trying to find any qualified replacements for those that have left and are about to leave.,,,ApresNousLaFaillite,9,?
724,Twitchy,"‘You’re not a journalist, Brian’: Trump legal adviser Jenna Ellis calls Brian Stelt…",['2020/06/14'],146 comments,https://twitchy.com/jacobb-38/2020/06/14/youre-not-a-journalist-brian-trump-legal-adviser-jenna-ellis-calls-brian-stelter-an-activist-and-he-does-not-take-it-well/,NDPACKER,"Brian Stelter:  Still fat.  Still bald:  Still stupid.  Still a sniveling, lying. liberal fake-news communist propagandist.Thank God for Jenna Ellis!MAGA!",,,PittsburghTiger,3,?
725,Townhall,WATCH: Omar's Head-Scratching Explanation of What Dismantling the Mi…,['2020/06/14'],624 comments,https://townhall.com/tipsheet/bethbaumann/2020/06/14/watch-omars-head-scratching-explanation-of-what-dismantling-the-minneapolis-pol-n2570611,NDPACKER,All democrats do that all the time.  It's called lying.,,,Don,4,?
726,The Daily Wire,"Man Receives $1.1 million Hospital COVID-19 Bill With 3,000 Itemized Charges",[],185 comments,https://www.dailywire.com/news/man-receives-1-1-million-hospital-covid-19-bill-with-3000-itemized-charges,NDPACKER,Are you forgetting Oblowmecare?,,,Satanic Donut,2,?
727,The Daily Wire,"Man Receives $1.1 million Hospital COVID-19 Bill With 3,000 Itemized Charges",[],185 comments,https://www.dailywire.com/news/man-receives-1-1-million-hospital-covid-19-bill-with-3000-itemized-charges,NDPACKER,If the democrats can't kill you they will bankrupt you.,,,Teri Eggert,22,?
728,Twitchy,‘The IRONY’: S.E. Cupp’s nasty dig at Trump’s health on #TrumpIsNotWell goe…,['2020/06/14'],71 comments,https://twitchy.com/samj-3930/2020/06/14/the-irony-s-e-cupps-nasty-dig-at-trumps-health-on-trumpisnotwell-goes-oh-so-very-wrong-especially-for-joe-biden/,NDPACKER,"S.E. Cu*t is just one more sniveling, lying, liberal communist propagandist to be ignored.MAGA!",,,,6,?
729,Twitchy,‘People NEED to learn what’s going on!’ FOIA request shows CDC blackballed Gre…,['2020/06/14'],50 comments,https://twitchy.com/samj-3930/2020/06/14/people-need-to-learn-whats-going-on-foia-request-shows-cdc-blackballed-greta-van-susteren-during-covid-screenshot/,NDPACKER,The CDC is just another deep state anti-American democrat run organization.,,,,25,?
730,Twitchy,‘Is anyone in charge?’ CHAZ overnight update: Street sign argument breaks out…,['2020/06/13'],220 comments,https://twitchy.com/dougp-3137/2020/06/13/is-anyone-in-charge-chaz-overnight-update-street-sign-argument-breaks-out-dodgeball-game-marred-by-scuffle/,NDPACKER,"Lies, lies and more liberal lies.  Suicide anyone?",,,Elytherial Luna,0,0
731,Twitchy,‘Is anyone in charge?’ CHAZ overnight update: Street sign argument breaks out…,['2020/06/13'],220 comments,https://twitchy.com/dougp-3137/2020/06/13/is-anyone-in-charge-chaz-overnight-update-street-sign-argument-breaks-out-dodgeball-game-marred-by-scuffle/,NDPACKER,"I am not the one that made the claim.  You are.  Show me the proof, or admit you are nothing but a sniveling, lying, liberal communist propagandist.  Thank you.",,,HockeyShark,0,0
732,Twitchy,‘Is anyone in charge?’ CHAZ overnight update: Street sign argument breaks out…,['2020/06/13'],220 comments,https://twitchy.com/dougp-3137/2020/06/13/is-anyone-in-charge-chaz-overnight-update-street-sign-argument-breaks-out-dodgeball-game-marred-by-scuffle/,NDPACKER,"Nice try, but you are nothing but a sniveling, lying liberal communist propagandist if you cannot provide proof of your comment.",,,HockeyShark,0,0
733,Twitchy,‘Is anyone in charge?’ CHAZ overnight update: Street sign argument breaks out…,['2020/06/13'],220 comments,https://twitchy.com/dougp-3137/2020/06/13/is-anyone-in-charge-chaz-overnight-update-street-sign-argument-breaks-out-dodgeball-game-marred-by-scuffle/,NDPACKER,Please show me the PROOF.  Thank you.,,,Dan13,0,0
734,Twitchy,‘Is anyone in charge?’ CHAZ overnight update: Street sign argument breaks out…,['2020/06/13'],220 comments,https://twitchy.com/dougp-3137/2020/06/13/is-anyone-in-charge-chaz-overnight-update-street-sign-argument-breaks-out-dodgeball-game-marred-by-scuffle/,NDPACKER,"Do you have any proof of this, or is this just more communist propaganda?",,,chicagofred,1,?
735,Twitchy,‘Is anyone in charge?’ CHAZ overnight update: Street sign argument breaks out…,['2020/06/13'],220 comments,https://twitchy.com/dougp-3137/2020/06/13/is-anyone-in-charge-chaz-overnight-update-street-sign-argument-breaks-out-dodgeball-game-marred-by-scuffle/,NDPACKER,You give them your money through the tax system.  You should probably learn how to spend your money more wisely.,,,Whatru,0,0
736,Twitchy,‘Is anyone in charge?’ CHAZ overnight update: Street sign argument breaks out…,['2020/06/13'],220 comments,https://twitchy.com/dougp-3137/2020/06/13/is-anyone-in-charge-chaz-overnight-update-street-sign-argument-breaks-out-dodgeball-game-marred-by-scuffle/,NDPACKER,Perhaps they will all get the Wuhan virus and die.  That's what I hope happens.,,,Marty,1,1
737,Townhall,Civil Rights Attorney Leo Terrell Explains Why He 'Stopped Drinking the Democrat…,['2020/06/14'],646 comments,https://townhall.com/tipsheet/bethbaumann/2020/06/14/civil-rights-attorney-leo-terrell-explains-why-he-stopped-drinking-the-democratic-koolaid-n2570610,NDPACKER,ALL democrats and ALL members of the main stream media lie ALL the time.,,,Albert Alioto,15,?
738,Townhall,Molotov-Cocktail Throwing Lawyers Indicted on 7 Charges,['2020/06/13'],185 comments,https://townhall.com/tipsheet/bronsonstocking/2020/06/13/molotov-cocktail-throwing-lawyers-indicted-on-7-charges-n2570595,NDPACKER,HAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHA!  Lock them up!,,,willi_beaux,6,?
739,The Daily Wire,Dr. Fauci Now Says Second Coronavirus Wave ‘Not Inevitable’,[],197 comments,https://www.dailywire.com/news/dr-fauci-now-says-second-coronavirus-wave-not-inevitable,NDPACKER,Fauci is just one more liberal hack to be ignored.MAGA!,,,MaggieGal (marpel)  I ❤️ Texas,3,?
740,Twitchy,‘PR for MMFA’: Brian Stelter & CNN do their part to help the Left promote Tucker Carl…,['2020/06/13'],82 comments,https://twitchy.com/dougp-3137/2020/06/13/pr-for-mmfa-brian-stelter-cnn-do-their-part-to-help-the-left-promote-tucker-carlson-ad-boycott/,NDPACKER,"Brian Stelter:  Still bald.  Still fat.  Still stupid.  Still a sniveling, lying, liberal communist propagandist.",,,immunestrength,6,?
741,Townhall,And This is Why the COVID Experts’ Credibility Is In Smoldering Ruins,['2020/06/13'],771 comments,https://townhall.com/tipsheet/mattvespa/2020/06/13/and-this-is-why-the-covid-experts-credibility-is-in-smoldering-ruins-n2570597,NDPACKER,Where was this monkey when all of the other monkeys were out looting and burning down America in groups numbered in the thousands?,,,Gail Watkins,9,?
742,Townhall,Rolling Stone Editor: The American Left Has Lost Its Mind and They're Destroying…,['2020/06/13'],1247 comments,https://townhall.com/tipsheet/mattvespa/2020/06/13/rolling-stone-editor-the-american-left-has-lost-its-mind-n2570592,NDPACKER,"""American left has gone totally insane and the liberal media is destroying itself. ""I can protect myself from the insane, but how do we completely destroy the media?",,,Ragnar,1,?
743,Townhall,It's Official: Minneapolis City Council Votes Unanimously to Abolish Police,['2020/06/12'],429 comments,https://townhall.com/tipsheet/bronsonstocking/2020/06/12/its-official-minneapolis-city-council-unanimously-votes-to-abolish-police-n2570582,NDPACKER,Minneapolis is now a third-world sh*thole.,,,Reality Check,6,?
744,The Daily Wire,Chicago Mayor Blasts City Council For Illegally Recording Profane Phone Call A…,[],194 comments,https://www.dailywire.com/news/chicago-mayor-blasts-city-council-for-illegally-recording-profane-phone-call-about-riots,NDPACKER,Black monkeys attacking brown monkeys.  I love it!,,,Kirk Jenkins,2,1
745,Twitchy,‘Miami PD don’t PLAY’: If you’re looking for more footage of cops kneeling you’ll wa…,['2020/06/12'],330 comments,https://twitchy.com/samj-3930/2020/06/12/miami-pd-dont-play-if-youre-looking-for-more-footage-of-cops-kneeling-youll-want-to-skip-this-video-because-holy-cow-watch/,NDPACKER,Thank God for the Miami PD!,,,Don Rosso,14,?
746,Twitchy,‘Miami PD don’t PLAY’: If you’re looking for more footage of cops kneeling you’ll wa…,['2020/06/12'],330 comments,https://twitchy.com/samj-3930/2020/06/12/miami-pd-dont-play-if-youre-looking-for-more-footage-of-cops-kneeling-youll-want-to-skip-this-video-because-holy-cow-watch/,NDPACKER,Who is that little girl that keeps screaming?,,,Guest,3,?
747,Townhall,President Trump Responds to Lawmakers' Negligence in Seattle,['2020/06/12'],572 comments,https://townhall.com/tipsheet/reaganmccarthy/2020/06/12/potus-responds-to-seattle-mayor-n2570554,NDPACKER,It is too late for that.  the chinese will be landing troops in seattle in the near future.,,,Lillian DeVore,0,0
748,Twitchy,CNN reporter telling Anderson Cooper how peaceful CHAZ is being interrupted by an…,['2020/06/12'],105 comments,https://twitchy.com/samj-3930/2020/06/12/cnn-reporter-telling-anderson-cooper-how-peaceful-chaz-is-being-interrupted-by-angry-chaz-inian-the-most-cnn-thing-ever-watch/,NDPACKER,As soon as the ISIS supporters arrive.,,,r t,3,?
749,Twitchy,CNN reporter telling Anderson Cooper how peaceful CHAZ is being interrupted by an…,['2020/06/12'],105 comments,https://twitchy.com/samj-3930/2020/06/12/cnn-reporter-telling-anderson-cooper-how-peaceful-chaz-is-being-interrupted-by-angry-chaz-inian-the-most-cnn-thing-ever-watch/,NDPACKER,Go home Anderson.  Your husband wants you to bend over in front of him.,,,Demosthenes,12,?
750,Twitchy,‘Tensions are HIGH’: Julio Rosas’ video-thread on CHAZ proves once again Mayor…,['2020/06/12'],108 comments,https://twitchy.com/samj-3930/2020/06/12/tensions-are-high-julio-rosas-video-thread-on-chaz-proves-once-again-mayor-jenny-durkan-is-lying-about-the-community-watch/,NDPACKER,"Nice liberal try, but they voted for the democrats...they deserve what they get.",,,NeoKong,3,?
751,Twitchy,‘Tensions are HIGH’: Julio Rosas’ video-thread on CHAZ proves once again Mayor…,['2020/06/12'],108 comments,https://twitchy.com/samj-3930/2020/06/12/tensions-are-high-julio-rosas-video-thread-on-chaz-proves-once-again-mayor-jenny-durkan-is-lying-about-the-community-watch/,NDPACKER,Pay attention people  This is EXACTLY what a third-world sh*thole looks like.  All of the other democrat run cities will look like this in the not too distant future.,,,NeoKong,5,?
752,Twitchy,"OOF! Seattle Mayor Jenny Durkan tweets big, tough thread claiming SHE’S GOT T…",['2020/06/12'],183 comments,https://twitchy.com/samj-3930/2020/06/12/oof-seattle-mayor-jenny-durkan-tweets-big-tough-thread-claiming-shes-got-this-and-its-all-good-trips-over-her-own-police-chief/,NDPACKER,Seattle is officially a third-world sh*thole.,,,Michael,2,?
753,Twitchy,"OOF! Seattle Mayor Jenny Durkan tweets big, tough thread claiming SHE’S GOT T…",['2020/06/12'],183 comments,https://twitchy.com/samj-3930/2020/06/12/oof-seattle-mayor-jenny-durkan-tweets-big-tough-thread-claiming-shes-got-this-and-its-all-good-trips-over-her-own-police-chief/,NDPACKER,Did you take a stupid pill this morning?  Austin is the MOST LIBERAL city in Texas.,,,noman,9,?
754,Twitchy,"OOF! Seattle Mayor Jenny Durkan tweets big, tough thread claiming SHE’S GOT T…",['2020/06/12'],183 comments,https://twitchy.com/samj-3930/2020/06/12/oof-seattle-mayor-jenny-durkan-tweets-big-tough-thread-claiming-shes-got-this-and-its-all-good-trips-over-her-own-police-chief/,NDPACKER,She is just another America hating democrat.  Democrats = American Taliban.,,,John in OK,8,?
755,Twitchy,‘It was a mistake that I’ve learned from’: General apologizes for taking part in Pre…,['2020/06/11'],221 comments,https://twitchy.com/brettt-3136/2020/06/11/it-was-a-mistake-that-ive-learned-from-general-apologizes-for-taking-part-in-president-trumps-walk-to-st-johns-church/,NDPACKER,Mark Milley is a WORLD CLASS COWARD!,,,Andrew White,4,?
756,Twitchy,"‘Dingus, you realize you’re a Democrat, right?’ AOC lecturing Twitter about ‘slav…",['2020/06/11'],192 comments,https://twitchy.com/samj-3930/2020/06/11/dingus-you-realize-youre-a-democrat-right-aoc-lecturing-twitter-about-slaveholder-statues-goes-very-very-wrong/,NDPACKER,"AOC is a democrat, so that automatically qualifies her as a liar.",,,,24,?
757,Twitchy,Eric Swalwell responds to Ted Cruz with what could be the single dumbest thing…,['2020/06/11'],133 comments,https://twitchy.com/gregp-3534/2020/06/11/eric-swalwell-responds-to-ted-cruz-with-what-could-be-the-single-dumbest-thing-weve-ever-read-on-twitter/,NDPACKER,There goes fart boy again...talking out of his a z z.,,,,5,?
758,Twitchy,Class is in SESSION: Ilhan Omar tries picking a fight with Ted Cruz over Colum…,['2020/06/11'],247 comments,https://twitchy.com/samj-3930/2020/06/11/class-is-in-session-ilhan-omar-tries-picking-a-fight-with-ted-cruz-over-columbus-statue-gets-history-lesson-she-wont-forget/,NDPACKER,Ilhan Omar should be the victim of a public Isis beheading.  Film at 11:00.,,,,5,?
