,Site Name,Article Name,Article Date,Total Article Comments,Article URL,Username,Comments,Hate?,Flag???,Responding to,Upvotes,Downvotes
185,Breitbart News Network,"NBA Ratings Crash Continues, Lakers Big Win Least-Watched Game of Series",['2020/09/02'],2098 comments,https://www.breitbart.com/sports/2020/09/02/nba-ratings-crash-continues-lakers-big-win-least-watched-game-series/,Reese Witheredpoon,"Ha ha, thanks!! I like to honor her greatest accomplishment - getting her nether regions to smell like moldy pastrami.",,,Michael,1,?
186,Breitbart News Network,"NBA Ratings Crash Continues, Lakers Big Win Least-Watched Game of Series",['2020/09/02'],2098 comments,https://www.breitbart.com/sports/2020/09/02/nba-ratings-crash-continues-lakers-big-win-least-watched-game-series/,Reese Witheredpoon,"I have no desire to wear the same sneakers as some overpaid, low IQ imbecile who raps or throws a ball.",,,Michael,1,?
187,Breitbart News Network,"NBA Ratings Crash Continues, Lakers Big Win Least-Watched Game of Series",['2020/09/02'],2098 comments,https://www.breitbart.com/sports/2020/09/02/nba-ratings-crash-continues-lakers-big-win-least-watched-game-series/,Reese Witheredpoon,Michael Jordan was all class. LeBron is ghetto scum with a 32 IQ.,,,Rex,1,?
188,Breitbart News Network,Portland Mayor Ted Wheeler Looking to Move After Protesters Target His Condo B…,['2020/09/02'],3017 comments,https://www.breitbart.com/politics/2020/09/02/portland-mayor-ted-wheeler-looking-to-move-after-protesters-target-his-condo-building/,Reese Witheredpoon,Unreal. This guy is a mayor and he owns all of this property. There should be so many investigations into where all of this money comes from.,,,,5,?
189,Breitbart News Network,Britain’s AOC? Labour MP Nadia Whittome Calls for a Green New Deal in the UK at E…,['2020/09/02'],415 comments,https://www.breitbart.com/europe/2020/09/02/britains-aoc-labour-mp-calls-green-new-deal-uk/,Reese Witheredpoon,She looks like she gets lots of dates.,,,,1,?
190,Breitbart News Network,"The Latest: Biden to visit Wisconsin, now a 2020 flash point",[],1723 comments,https://www.breitbart.com/news/the-latest-biden-to-visit-wisconsin-now-a-2020-flash-point/,Reese Witheredpoon,"Further proof that our great President is a master troll, his campaign owns this website: https://www.youaintblack.com/",,,,1,?
191,Breitbart News Network,Watch: Pregnant Aussie Mother Arrested for Allegedly ‘Inciting’ Coronavirus Lock…,['2020/09/02'],4845 comments,https://www.breitbart.com/asia/2020/09/02/watch-pregnant-aussie-mother-arrested-for-allegedly-inciting-coronavirus-lockdown-protest/,Reese Witheredpoon,Apparently Crocodile Dunhitler runs the continent now.,,,Samantha63,0,0
192,Breitbart News Network,Watch: Pregnant Aussie Mother Arrested for Allegedly ‘Inciting’ Coronavirus Lock…,['2020/09/02'],4845 comments,https://www.breitbart.com/asia/2020/09/02/watch-pregnant-aussie-mother-arrested-for-allegedly-inciting-coronavirus-lockdown-protest/,Reese Witheredpoon,Absolutely insane.,,,TotalStranger,1,?
193,Breitbart News Network,Singer Akon to Build $6 Billion Futuristic Pan-African ‘Akon City’ in Senegal,['2020/09/02'],415 comments,https://www.breitbart.com/entertainment/2020/09/02/singer-akon-to-build-6-billion-futuristic-pan-african-akon-city-in-senegal/,Reese Witheredpoon,God bless Akon. Hopefully this will be an incentive for more of his vile ilk to move back to the homeland.,,,,4,?
194,Breitbart News Network,"NBA Ratings Crash Continues, Lakers Big Win Least-Watched Game of Series",['2020/09/02'],2098 comments,https://www.breitbart.com/sports/2020/09/02/nba-ratings-crash-continues-lakers-big-win-least-watched-game-series/,Reese Witheredpoon,I buy whatever name brand Costco has on sale for $25 or less. Advertising and sponsorship has zero impact on me.,,,Your World Frightens Me,4,?
195,Breitbart News Network,"NBA Ratings Crash Continues, Lakers Big Win Least-Watched Game of Series",['2020/09/02'],2098 comments,https://www.breitbart.com/sports/2020/09/02/nba-ratings-crash-continues-lakers-big-win-least-watched-game-series/,Reese Witheredpoon,LeBum Joke is ruining the NBA for all of the players who just want to play a game.,,,,1,?
196,The Gateway Pundit,WARNING: Democrat Data Firm Says Trump Landslide Likely on Election Day -…,['2020/09'],1419 comments,https://www.thegatewaypundit.com/2020/09/warning-democrat-data-firm-says-trump-landslide-likely-election-day-will-flipped-biden-mail-votes-emerging-week-election/,Reese Witheredpoon,No relation.,,,Calvin Davis,0,0
197,The Gateway Pundit,WARNING: Democrat Data Firm Says Trump Landslide Likely on Election Day -…,['2020/09'],1419 comments,https://www.thegatewaypundit.com/2020/09/warning-democrat-data-firm-says-trump-landslide-likely-election-day-will-flipped-biden-mail-votes-emerging-week-election/,Reese Witheredpoon,It's coming.,,,JeauxBleaux,2,?
198,Breitbart News Network,Watch: Pregnant Aussie Mother Arrested for Allegedly ‘Inciting’ Coronavirus Lock…,['2020/09/02'],4845 comments,https://www.breitbart.com/asia/2020/09/02/watch-pregnant-aussie-mother-arrested-for-allegedly-inciting-coronavirus-lockdown-protest/,Reese Witheredpoon,I had no idea that Australia had become Nazi Germany.,,,,6,?
199,The Daily Wire,WATCH: Tucker Carlson Releases Audio Between CNN’s Chris Cuomo And Michae…,[],115 comments,https://www.dailywire.com/news/watch-tucker-carlson-releases-audio-between-cnns-chris-cuomo-and-michael-cohen,Reese Witheredpoon,My diarrhea is more explosive. What am I missing here?,,,,0,0
200,The Daily Wire,"Pelosi Admits Breaking Lockdown For Salon Visit; Blames Business, Says She D…",[],809 comments,https://www.dailywire.com/news/pelosi-admits-breaking-lockdown-for-salon-visit-blames-business-says-she-did-nothing-wrong,Reese Witheredpoon,More San Fran Libtards finally figuring it.out.,,,,2,?
201,Breitbart News Network,"Democrats, Journalists, Celebs Push Talking Point About Fearing ‘Race War’",['2020/09/01'],1139 comments,https://www.breitbart.com/politics/2020/09/01/democrats-journalists-celebs-push-talking-point-about-fearing-race-war/,Reese Witheredpoon,Good man.,,,UncleSam missguided.,3,?
202,Breitbart News Network,"Democrats, Journalists, Celebs Push Talking Point About Fearing ‘Race War’",['2020/09/01'],1139 comments,https://www.breitbart.com/politics/2020/09/01/democrats-journalists-celebs-push-talking-point-about-fearing-race-war/,Reese Witheredpoon,It's a war they'll lose.,,,,1,?
203,Breitbart News Network,Feds: U. of Virginia Researcher Attempted to Flee to China with Stolen Research,['2020/09/01'],328 comments,https://www.breitbart.com/tech/2020/09/01/feds-u-of-virginia-researcher-attempted-to-flee-to-china-with-stolen-research/,Reese Witheredpoon,"Time to oust all of the Chinese from our universities, laboratories, and any other facility where they can access sensitive information. Send them all back to Winnie The Pooh's Communist utopia.",,,,2,?
204,Breitbart News Network,Pope Francis Warns ‘Creation Is Groaning!’ in New Eco-Message,['2020/09/01'],1143 comments,https://www.breitbart.com/environment/2020/09/01/pope-francis-warns-creation-is-groaning-in-new-eco-message/,Reese Witheredpoon,Pope Stupid. He's now about as relevant as Prince Harry and his dumpster fire wife Meaghan.,,,,0,0
205,Breitbart News Network,FBI Chicago: Gangs Formed Pact to Shoot Police Officers Who Draw Weapons on Su…,['2020/08/31'],1105 comments,https://www.breitbart.com/politics/2020/08/31/fbi-chicago-gangs-shoot-police-draw-weapons/,Reese Witheredpoon,"Well, the average IQ of a black American is 63, so don't be surprised.",,,Bookman Chance,1,?
206,Breitbart News Network,WATCH: Nick Saban Leads Dozens of Alabama Athletes in Black Lives Matter…,['2020/08/31'],2073 comments,https://www.breitbart.com/sports/2020/08/31/watch-nick-saban-leads-dozens-alabama-athletes-black-lives-matter-march/,Reese Witheredpoon,Dr. Amp is a pedophile. I saw him smuggling 9 year old boys into his basement.,,,Dr. Amp,1,?
207,Breitbart News Network,WATCH: Nick Saban Leads Dozens of Alabama Athletes in Black Lives Matter…,['2020/08/31'],2073 comments,https://www.breitbart.com/sports/2020/08/31/watch-nick-saban-leads-dozens-alabama-athletes-black-lives-matter-march/,Reese Witheredpoon,"You mus' be bluffin', cuz I d i n d u n u f f i n!!!",,,OK4AYL,2,?
208,Breitbart News Network,FBI Chicago: Gangs Formed Pact to Shoot Police Officers Who Draw Weapons on Su…,['2020/08/31'],1105 comments,https://www.breitbart.com/politics/2020/08/31/fbi-chicago-gangs-shoot-police-draw-weapons/,Reese Witheredpoon,Mayor Lori Beetlejuice is doomed. Worst mayor ever.,,,,1,?
209,The Daily Wire,Police: Man Who Pulled Gun At BLM Rally Was ‘Lawfully Defending Himself’,[],172 comments,https://www.dailywire.com/news/police-man-who-pulled-gun-at-blm-rally-was-lawfully-defending-himself,Reese Witheredpoon,"Oh no, the gays are upset again.",,,,0,0
210,The Gateway Pundit,Four Young Leftists Sentenced in Court After Hurling Chlorine Bomb at Police Off…,['2020/08'],1504 comments,https://www.thegatewaypundit.com/2020/08/four-young-leftists-sentenced-court-hurling-chlorine-bomb-police-officer-nearly-killing-detonating-7-bombs/,Reese Witheredpoon,60 days????,,,,2,?
211,Breitbart News Network,Brain Freeze: Joe Biden Says Trump Is ‘Stroking Violence’ in U.S. Cities,['2020/08/31'],1131 comments,https://www.breitbart.com/politics/2020/08/31/brain-freeze-joe-biden-says-trump-is-stroking-violence-in-u-s-cities/,Reese Witheredpoon,Joe is stroking the hair of young girls in his basement. Gross old pervert.,,,,0,0
212,The Daily Wire,"BREAKING: Shots May Have Been Fired At Los Angeles Pro-Trump Caravan, Local M…",[],259 comments,https://www.dailywire.com/news/breaking-shots-may-have-been-fired-at-los-angeles-pro-trump-caravan-local-media-says,Reese Witheredpoon,She's the town's highest earner.,,,Patriots Unite,0,0
213,The Daily Wire,"BREAKING: Shots May Have Been Fired At Los Angeles Pro-Trump Caravan, Local M…",[],259 comments,https://www.dailywire.com/news/breaking-shots-may-have-been-fired-at-los-angeles-pro-trump-caravan-local-media-says,Reese Witheredpoon,The FBI is as corrupt and twisted as BLM and Antifa.,,,HT,0,0
214,The Daily Wire,"BREAKING: Shots May Have Been Fired At Los Angeles Pro-Trump Caravan, Local M…",[],259 comments,https://www.dailywire.com/news/breaking-shots-may-have-been-fired-at-los-angeles-pro-trump-caravan-local-media-says,Reese Witheredpoon,I'm too busy collecting last night's profits from your mother.,,,Patriots Unite,0,0
215,The Daily Wire,"BREAKING: Shots May Have Been Fired At Los Angeles Pro-Trump Caravan, Local M…",[],259 comments,https://www.dailywire.com/news/breaking-shots-may-have-been-fired-at-los-angeles-pro-trump-caravan-local-media-says,Reese Witheredpoon,Learn about how state and Federal laws work before posting nonsense like this.,,,HT,1,?
216,The Gateway Pundit,4Chan Users Appear to Have Identified Portland Rioter Who Shot and Killed Tru…,['2020/08'],1333 comments,https://www.thegatewaypundit.com/2020/08/4chan-users-appear-identified-portland-rioter-shot-killed-trump-supporter/,Reese Witheredpoon,"Okay, can we start killing Antifa and BLM now?",,,,3,?
217,Breitbart News Network,"Kenosha Rally Speaker: ‘If You Kill One of Ours, It’s Time for Us to Kill One of Yours’",['2020/08/29'],7670 comments,https://www.breitbart.com/law-and-order/2020/08/29/kenosha-rally-speaker-if-you-kill-one-of-ours-its-time-for-us-to-kill-one-of-yours/,Reese Witheredpoon,Can't wait for the mass killing of black thugs!!,,,,2,?
218,The Gateway Pundit,EXCLUSIVE: Kyle Rittenhouse’s Lawyer Calls for Maryland Governor to Step Dow…,['2020/08'],320 comments,https://www.thegatewaypundit.com/2020/08/exclusive-kyle-rittenhouses-lawyer-calls-maryland-governor-step-firing-employee-supporting-client/,Reese Witheredpoon,#JusticeForKyle,,,,6,?
219,cosmicbook.news,Brie Larson Reacts To Black Panther Chadwick Boseman Death,[],22 comments,https://cosmicbook.news/brie-larson-black-panther-chadwick-boseman-death,Reese Witheredpoon,"No one cares, Brietard.",,,,4,?
220,cosmicbook.news,Black Panther 2: Twitter Outraged Over Concerns,[],28 comments,https://cosmicbook.news/black-panther-2-twitter-outraged,Reese Witheredpoon,"Oh man, comment of the day!!!",,,John_Nada,4,3
221,Breitbart News Network,Jemele Hill,['2020/08/28'],4464 comments,https://www.breitbart.com/sports/2020/08/28/jemele-hill-why-should-a-country-that-doesnt-value-black-lives-get-to-be-entertained-by-black-athletes/,Reese Witheredpoon,What??,,,Long Ben,0,0
222,Breitbart News Network,Jemele Hill,['2020/08/28'],4464 comments,https://www.breitbart.com/sports/2020/08/28/jemele-hill-why-should-a-country-that-doesnt-value-black-lives-get-to-be-entertained-by-black-athletes/,Reese Witheredpoon,Works for me. I won't miss them.,,,,3,?
223,Breitbart News Network,Black Lives Matter Co-Founder Patrisse Cullors Demands Hollywood Strike Over…,['2020/08/28'],2564 comments,https://www.breitbart.com/entertainment/2020/08/28/black-lives-matter-co-founder-demands-hollywood-strike-over-shooting-of-jacob-blake/,Reese Witheredpoon,"But I bet if Popeye's Chicken employees went on strike, she'd lose her mind. Just another big, fat, black slob.",,,,0,0
224,cosmicbook.news,'Marvel Is Over' Trends On Twitter,[],67 comments,https://cosmicbook.news/marvel-over-trends-twitter,Reese Witheredpoon,"Oh look, the kid toucher chimes in.",,,Kipper Parrish,5,?
225,cosmicbook.news,'Marvel Is Over' Trends On Twitter,[],67 comments,https://cosmicbook.news/marvel-over-trends-twitter,Reese Witheredpoon,I love it!!,,,,6,?
226,Breitbart News Network,‘Kamala for the People’ Holding Elite Hollywood Fundraiser with Power Produ…,['2020/08/27'],508 comments,https://www.breitbart.com/entertainment/2020/08/27/kamala-for-the-people-holding-elite-hollywood-fundraiser-with-power-producers-j-j-abrams-and-ryan-murphy/,Reese Witheredpoon,Power producers? More like Power pedophiles.,,,,0,0
227,Breitbart News Network,Kenosha: Illinois Teenager Kyle Rittenhouse Charged with Murder for Fa…,['2020/08/26'],8609 comments,https://www.breitbart.com/politics/2020/08/26/kenosha-illinois-teenager-kyle-rittenhouse-charged-with-murder-for-fatal-shooting/,Reese Witheredpoon,Then in the immortal words of the great Phil Lynott: Tonight there's gonna be a jailbreak... some where in the town... tonight there's gonna be trouble... so don't you be around.,,,Spoofy McSpoof,0,0
228,Breitbart News Network,Kenosha: Illinois Teenager Kyle Rittenhouse Charged with Murder for Fa…,['2020/08/26'],8609 comments,https://www.breitbart.com/politics/2020/08/26/kenosha-illinois-teenager-kyle-rittenhouse-charged-with-murder-for-fatal-shooting/,Reese Witheredpoon,"I hope not, but if he is, I feel like he will be a prime candidate for a pardon.",,,odys,1,?
229,Breitbart News Network,Kenosha: Illinois Teenager Kyle Rittenhouse Charged with Murder for Fa…,['2020/08/26'],8609 comments,https://www.breitbart.com/politics/2020/08/26/kenosha-illinois-teenager-kyle-rittenhouse-charged-with-murder-for-fatal-shooting/,Reese Witheredpoon,"If he is convicted, the most he'll get is four years because Trump will pardon him when he exits office in 2024.",,,,0,0
230,Breitbart News Network,A’s Not Playing Finale at Texas to Support Racial Justice,['2020/08/27'],664 comments,https://www.breitbart.com/sports/2020/08/27/as-not-playing-finale-at-texas-to-support-racial-justice/,Reese Witheredpoon,Baseball Losers Mewling.,,,,3,?
231,Breitbart News Network,Fashion Notes: Melania Trump Pops in Fuchsia Jason Wu Dress at RNC,['2020/08/26'],502 comments,https://www.breitbart.com/entertainment/2020/08/26/melania-trump-pops-in-fuchsia-jason-wu-dress-at-rnc/,Reese Witheredpoon,"Is it me or has Second Lady Pence stepped up her game lately? She used to look a bit frumpy and plain, but it seems like she's trimmed down and is doing more to highlight her looks. That's Trump's America for you, women feeling so confident that they love putting their best selves forward.",,,,4,?
232,Breitbart News Network,Fashion Notes: Melania Trump Pops in Fuchsia Jason Wu Dress at RNC,['2020/08/26'],502 comments,https://www.breitbart.com/entertainment/2020/08/26/melania-trump-pops-in-fuchsia-jason-wu-dress-at-rnc/,Reese Witheredpoon,"Good God, she is gorgeous. President Trump has always had excellent taste in women, but Melania is a borderline goddess.",,,,2,?
233,Breitbart News Network,Biden on Riots: This Is ‘Trump’s America’ — ‘Rooting for More Violence’,['2020/08/27'],7464 comments,https://www.breitbart.com/clips/2020/08/27/biden-on-riots-this-is-trumps-america-rooting-for-more-violence/,Reese Witheredpoon,"I'm Jill Biden and I approve of dressage.Poor Joe, he thinks Andrea is a well groomed horse.",,,,1,?
234,Breitbart News Network,Biden on Riots: This Is ‘Trump’s America’ — ‘Rooting for More Violence’,['2020/08/27'],7464 comments,https://www.breitbart.com/clips/2020/08/27/biden-on-riots-this-is-trumps-america-rooting-for-more-violence/,Reese Witheredpoon,I tried to get my nose down there to check and now I can't straighten back up. I look like Sonic the Hedgehog getting ready to spin for gold coins. Oh the humanity!!!!,,,Dr. Vinnie,1,?
235,Breitbart News Network,Biden on Riots: This Is ‘Trump’s America’ — ‘Rooting for More Violence’,['2020/08/27'],7464 comments,https://www.breitbart.com/clips/2020/08/27/biden-on-riots-this-is-trumps-america-rooting-for-more-violence/,Reese Witheredpoon,Hi Dr. Vinnie! Are you a gyno? My nether regions smell like Michael Moore's armpits on an August afternoon. I need help!!!,,,Dr. Vinnie,1,?
236,Breitbart News Network,Biden on Riots: This Is ‘Trump’s America’ — ‘Rooting for More Violence’,['2020/08/27'],7464 comments,https://www.breitbart.com/clips/2020/08/27/biden-on-riots-this-is-trumps-america-rooting-for-more-violence/,Reese Witheredpoon,"I'm Joe Biden, and I will defeat Donald Reagan in December.",,,,7,?
237,cosmicbook.news,Canceled 'Justice League Dark' Had Pedophilia Scene,[],24 comments,https://cosmicbook.news/justice-league-dark-pedophilia,Reese Witheredpoon,You = just another pedophile,,,Nerdelbaum Frink,4,?
238,cosmicbook.news,Dune Trailer Leaks; Reveals Dave Bautista,[],1 comments,https://cosmicbook.news/dune-trailer-leaks-dave-bautista,Reese Witheredpoon,"Come on, Dave Bautista is trash. And probably a pedophile like Kipper Parrish.",,,,1,?
239,cosmicbook.news,Canceled 'Justice League Dark' Had Pedophilia Scene,[],24 comments,https://cosmicbook.news/justice-league-dark-pedophilia,Reese Witheredpoon,Hollywood = Pedophiles.,,,,5,1
240,cosmicbook.news,"Disney Purging Star Wars, Marvel Woke Agenda",[],671 comments,https://cosmicbook.news/disney-purging-star-wars-marvel-woke-agenda,Reese Witheredpoon,"Oh, a gay guy joined the conversation.",,,Chase Bro,1,1
241,cosmicbook.news,"Disney Purging Star Wars, Marvel Woke Agenda",[],671 comments,https://cosmicbook.news/disney-purging-star-wars-marvel-woke-agenda,Reese Witheredpoon,I watched about four episodes and couldn't get into it... Thomas Liddlebitch is not a good actor.,,,Evan Evans,2,?
242,cosmicbook.news,"Disney Purging Star Wars, Marvel Woke Agenda",[],671 comments,https://cosmicbook.news/disney-purging-star-wars-marvel-woke-agenda,Reese Witheredpoon,Same here.,,,LenM,2,2
243,The Daily Wire,Some NBA Players Considering Boycott Over Jacob Blake Shooting,[],341 comments,https://www.dailywire.com/news/some-nba-players-considering-boycott-over-jacob-blake-shooting,Reese Witheredpoon,Losers. The NBA is a joke.,,,,0,0
244,Breitbart News Network,"LeBron James’ Group Plans to Recruit Poll Workers in Predominantly Black, Democ…",['2020/08/26'],229 comments,https://www.breitbart.com/sports/2020/08/26/lebron-james-voting-group-plans-to-recruit-poll-workers-in-predominantly-black-democrat-districts/,Reese Witheredpoon,LePedophile James.,,,,1,?
245,Breitbart News Network,BBC Vows to Make Diversity ‘Absolute Priority’ — Else Television Industry Faces…,['2020/08/26'],541 comments,https://www.breitbart.com/europe/2020/08/26/bbc-vows-diversity-absolute-priority/,Reese Witheredpoon,"It's working so well for Doctor Who. Worst ratings in the history of the show... and it's a long, long history.",,,,3,?
246,Breitbart News Network,Nolte: Shaun King Doxing Kenosha Police One by One — Each ‘May or May Not’ Hav…,['2020/08/26'],1814 comments,https://www.breitbart.com/politics/2020/08/26/nolte-shaun-king-doxing-kenosha-police-one-by-one-each-may-or-may-not-have-shot-jacob-blake/,Reese Witheredpoon,I can't wait for the day.,,,Guest,2,?
247,Breitbart News Network,Melania Trump Goes High: I Won’t Use this ‘Precious Time’ Attacking the Other Side,['2020/08/25'],356 comments,https://www.breitbart.com/politics/2020/08/25/melania-trump-goes-high-i-wont-use-this-precious-time-attacking-the-other-side/,Reese Witheredpoon,I think we've all seen enough videos now of Michelle and her Mystery Bulge.,,,Bob Smetters,0,0
248,Breitbart News Network,Melania Trump Goes High: I Won’t Use this ‘Precious Time’ Attacking the Other Side,['2020/08/25'],356 comments,https://www.breitbart.com/politics/2020/08/25/melania-trump-goes-high-i-wont-use-this-precious-time-attacking-the-other-side/,Reese Witheredpoon,"Aww, Butthurt Bob is here to white knight for Big Mike.",,,Bob Smetters,0,0
249,Breitbart News Network,Melania Trump Goes High: I Won’t Use this ‘Precious Time’ Attacking the Other Side,['2020/08/25'],356 comments,https://www.breitbart.com/politics/2020/08/25/melania-trump-goes-high-i-wont-use-this-precious-time-attacking-the-other-side/,Reese Witheredpoon,"This is a smart woman. Michelle Obama always tried to act like he was taking the high road, but his big penis prevented him from thinking straight. Every time the blood rushed to it, Michelle's true colors would come right out because his brain functionality was cut in half.",,,,0,0
250,Breitbart News Network,Video: Kenosha Protesters Shout ‘Death to America!’ & ‘Kill the Police!’,['2020/08/25'],3353 comments,https://www.breitbart.com/law-and-order/2020/08/25/video-kenosha-protesters-shout-death-to-america-kill-the-police/,Reese Witheredpoon,"These are terrorists. They need to be rounded up, imprisoned, and upon eventual release, stripped of their citizenship and deported.",,,,4,?
251,Breitbart News Network,"Comey: Trump Is Not a Person of Integrity, Joe Biden Is",['2020/08/25'],1172 comments,https://www.breitbart.com/clips/2020/08/25/comey-trump-is-not-a-person-of-integrity-joe-biden-is/,Reese Witheredpoon,Comey talking about integrity. Was this a comedy segment?,,,,1,?
252,The Daily Wire,CNN Analyst Mocks Sandmann Speaking At RNC: ‘Snot Nose Entitled Kid’,[],322 comments,https://www.dailywire.com/news/cnn-analyst-mocks-sandmann-speaking-at-rnc-snot-nose-entitled-kid,Reese Witheredpoon,Flockhart is mad because all CNN bonuses are canceled to pay for Sandmann's settlement.,,,,2,?
253,The Gateway Pundit,BREAKING: Shots Fired in Kenosha – One Person Shot in the Head While Looting a…,['2020/08'],2249 comments,https://www.thegatewaypundit.com/2020/08/breaking-shots-fired-kenosha-one-person-shot-head-looting-car-shop-graphic-video/,Reese Witheredpoon,Kill all Liberals. It is your civic duty.,,,,3,?
254,The Gateway Pundit,Media Blackout: North Carolina Man Arrested For Shooting at Crowd of Trum…,['2020/08'],425 comments,https://www.thegatewaypundit.com/2020/08/media-blackout-north-carolina-man-arrested-shooting-crowd-trump-supporters-included-children/,Reese Witheredpoon,"Another reggin named ""Keese?"" Round them all up.",,,,3,?
255,cosmicbook.news,Colin Farrell As Penguin Confirmed In 'The Batman' Trailer,[],6 comments,https://cosmicbook.news/colin-farrell-penguin-batman-trailer,Reese Witheredpoon,Jeffrey Wright is a garbage human.,,,,0,0
256,cosmicbook.news,"Disney Purging Star Wars, Marvel Woke Agenda",[],671 comments,https://cosmicbook.news/disney-purging-star-wars-marvel-woke-agenda,Reese Witheredpoon,We can only pray. Kumail Nanjiani ruins anything that he gets near.,,,CommanderOfTheSun,6,15
257,cosmicbook.news,"Disney Purging Star Wars, Marvel Woke Agenda",[],671 comments,https://cosmicbook.news/disney-purging-star-wars-marvel-woke-agenda,Reese Witheredpoon,"If this is true, then I'm back on board. Otherwise, good luck with your woke garbage, Disney.",,,,11,20
258,Breitbart News Network,"‘Simpsons,’ ‘Veep’ Producers Push Democrat Voter Registration to ‘Save th…",['2020/08/25'],340 comments,https://www.breitbart.com/entertainment/2020/08/25/simpsons-veep-producers-push-democrat-voter-registration-to-save-the-world/,Reese Witheredpoon,Oh Lord.,,,InHocSignoVinces,1,?
259,Breitbart News Network,"‘Simpsons,’ ‘Veep’ Producers Push Democrat Voter Registration to ‘Save th…",['2020/08/25'],340 comments,https://www.breitbart.com/entertainment/2020/08/25/simpsons-veep-producers-push-democrat-voter-registration-to-save-the-world/,Reese Witheredpoon,Just what is that monster in the picture? Male? Female? Jabba?,,,,4,?
260,Breitbart News Network,Nolte: Kenosha Small Business Ravaged by Looters Announces Permanent Closing,['2020/08/25'],768 comments,https://www.breitbart.com/politics/2020/08/25/nolte-kenosha-small-business-ravaged-by-looters-announces-permanent-closing/,Reese Witheredpoon,I hope they reopen in a red state and in an all white neighborhood. Blacks don't deserve nice things.,,,,1,?
261,Breitbart News Network,Natalie Harp: Donald Trump Gave Me the Right to Real Health Care,['2020/08/24'],216 comments,https://www.breitbart.com/2020-election/2020/08/24/natalie-harp-donald-trump-gave-me-the-right-to-real-health-care/,Reese Witheredpoon,I'd like to give her my bone... and no cancer.,,,,1,?
262,Breitbart News Network,Amazon Plans to Make Whole Foods’ Human Cashiers Obsolete,['2020/08/25'],374 comments,https://www.breitbart.com/tech/2020/08/25/amazon-plans-to-make-whole-foods-human-cashiers-obsolete/,Reese Witheredpoon,Less jobs for the retarded slobs. These kids will never pay off the debt for their worthless degrees if this continues.,,,,3,?
263,Breitbart News Network,Actress Taryn Manning Will Terrorize Black Lives Matter-Supporting Neighbors in M…,['2020/08/25'],653 comments,https://www.breitbart.com/entertainment/2020/08/25/actress-taryn-manning-will-terrorize-black-lives-matter-supporting-neighbors-in-movie-karen/,Reese Witheredpoon,"Even in real life, Pennsatucky is kinda yucky.",,,,0,0
264,Breitbart News Network,Watch: ‘Fox & Friends’ Cuts Away from Donna Brazile Meltdown — ‘You Cannot…,['2020/08/25'],5940 comments,https://www.breitbart.com/clips/2020/08/25/watch-fox-friends-cuts-away-from-donna-brazile-meltdown-you-cannot-erase-my-history/,Reese Witheredpoon,Brazile nuts. We all know what the other name for those is.,,,,1,?
265,Breitbart News Network,AOC: ‘Profoundly Exciting’ that People Are ‘Discovering Their Own Power’ and Taki…,['2020/08/24'],3061 comments,https://www.breitbart.com/politics/2020/08/24/aoc-profoundly-exciting-people-are-discovering-their-own-power-taking-streets/,Reese Witheredpoon,Amazing Orangutan-Chompers never fails to amuse.,,,,0,0
266,Breitbart News Network,AOC: ‘Profoundly Exciting’ that People Are ‘Discovering Their Own Power’ and Taki…,['2020/08/24'],3061 comments,https://www.breitbart.com/politics/2020/08/24/aoc-profoundly-exciting-people-are-discovering-their-own-power-taking-streets/,Reese Witheredpoon,"Thanks for sending us another 35,000 voters, Sandy Vagina.",,,,2,?
267,cosmicbook.news,'The Batman' Riddler Riddle Solved,[],4 comments,https://cosmicbook.news/batman-riddler-riddle-solved,Reese Witheredpoon,"I'd prefer less black actors, if I'm being honest.",,,,2,?
268,Breitbart News Network,Nolte — Shaun King: ‘I’m Not Going to Call for Peace’ in Kenosha,['2020/08/24'],1691 comments,https://www.breitbart.com/politics/2020/08/24/nolte-shaun-king-im-not-going-to-call-for-peace-in-kenosha/,Reese Witheredpoon,That's fine. I'm calling for the deaths of more black criminals. BLDM to me.,,,,1,?
269,Breitbart News Network,"At Least 60 Shot, 5 Killed, over Weekend in Mayor Lightfoot’s Chicago",['2020/08/24'],874 comments,https://www.breitbart.com/politics/2020/08/24/at-least-60-shot-5-killed-over-weekend-in-mayor-lightfoots-chicago/,Reese Witheredpoon,Poor little Beetlejuice.,,,,0,0
270,Breitbart News Network,NFL Commish Roger Goodell Wishes He’d Have ‘Listened Earlier’ to Colin Kaepernick,['2020/08/24'],1124 comments,https://www.breitbart.com/sports/2020/08/24/nfl-commish-roger-goodell-wishes-hed-have-listened-earlier-to-colin-kaepernick/,Reese Witheredpoon,"When you pull out of his behind, you always end up with some Colon Kraponyerdick.",,,,1,?
271,Breitbart News Network,WATCH: Gunshots Ring Out as Armed Rioters Confront Police in Wisconsin,['2020/08/23'],12687 comments,https://www.breitbart.com/politics/2020/08/23/watch-gunshots-ring-out-as-armed-rioters-confront-police-in-wisconsin/,Reese Witheredpoon,"Archie doesn't get it, he's too busy being raw-dogged by Jughead and Reggie.",,,Toobuku4ju,2,?
